instance_index,original_test_index,predicted_probability,SHAP_feature_1_name,SHAP_feature_1_rank,SHAP_feature_1_sign,SHAP_feature_1_value,SHAP_feature_2_name,SHAP_feature_2_rank,SHAP_feature_2_sign,SHAP_feature_2_value,SHAP_feature_3_name,SHAP_feature_3_rank,SHAP_feature_3_sign,SHAP_feature_3_value,other_feature_0_name,other_feature_0_mentioned,other_feature_0_value,other_feature_1_name,other_feature_1_mentioned,other_feature_1_value,other_feature_2_name,other_feature_2_mentioned,other_feature_2_value,other_feature_3_name,other_feature_3_mentioned,other_feature_3_value,other_feature_4_name,other_feature_4_mentioned,other_feature_4_value,other_feature_5_name,other_feature_5_mentioned,other_feature_5_value,other_feature_6_name,other_feature_6_mentioned,other_feature_6_value,other_feature_7_name,other_feature_7_mentioned,other_feature_7_value,other_feature_8_name,other_feature_8_mentioned,other_feature_8_value,other_feature_9_name,other_feature_9_mentioned,other_feature_9_value,other_feature_10_name,other_feature_10_mentioned,other_feature_10_value,other_feature_11_name,other_feature_11_mentioned,other_feature_11_value,other_feature_12_name,other_feature_12_mentioned,other_feature_12_value,other_feature_13_name,other_feature_13_mentioned,other_feature_13_value,other_feature_14_name,other_feature_14_mentioned,other_feature_14_value,other_feature_15_name,other_feature_15_mentioned,other_feature_15_value,other_feature_16_name,other_feature_16_mentioned,other_feature_16_value,other_feature_17_name,other_feature_17_mentioned,other_feature_17_value,other_feature_18_name,other_feature_18_mentioned,other_feature_18_value,other_feature_19_name,other_feature_19_mentioned,other_feature_19_value,other_feature_20_name,other_feature_20_mentioned,other_feature_20_value,other_feature_21_name,other_feature_21_mentioned,other_feature_21_value,other_feature_22_name,other_feature_22_mentioned,other_feature_22_value,other_feature_23_name,other_feature_23_mentioned,other_feature_23_value,other_feature_24_name,other_feature_24_mentioned,other_feature_24_value,other_feature_25_name,other_feature_25_mentioned,other_feature_25_value,other_feature_26_name,other_feature_26_mentioned,other_feature_26_value,other_feature_27_name,other_feature_27_mentioned,other_feature_27_value,other_feature_28_name,other_feature_28_mentioned,other_feature_28_value
37,902,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
38,847,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
39,500,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
40,315,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
41,988,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
42,373,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
43,400,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
44,308,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
45,112,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
46,192,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
47,586,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
48,113,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
49,230,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
50,1034,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
51,232,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
52,169,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
53,351,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
54,146,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
55,1106,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
56,519,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
57,1135,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
58,265,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
59,467,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
60,797,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
61,1070,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
62,71,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
63,504,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
64,78,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
65,578,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
66,128,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
67,277,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
68,411,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
69,551,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
70,670,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
71,875,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
72,275,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
73,227,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
74,363,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
75,499,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
76,63,,,,,,,,,,,,,,Years_Experience,,,Job_Opportunities,,,Years_experience_lastorganization,,,Academic_degree,,,Sector,,,MonthlySalary,,,MedicalInsurance,,,Bonus,,,OverTime,,,Payment_Overtime,,,Rewards_Wages_Satisfaction,,,Get_Deserved_Promotion,,,Training_programs_During_last_three_years,,,Useful_Training_Programs,,,Business_Travel,,,Job_Support,,,Recognition,,,Emotional_Commitment,,,Job_Engagement,,,Distance_to_work,,,Work_Live_Balance,,,Physical_Stress,,,Psychological_Exhaustion,,,Job_Stability,,,Environment_Satisfaction,,,Job_Satisfaction,,,Gender,,,Age,,,Health_Issues,,
