instance_index,original_test_index,CF_number,distance,decile1,decile3,fam_inc,lsat,ugpa,fulltime
118,10511,2,1.0770329614269007,4.0,1.0,2.0,31.0,2.5,1.0
118,10511,3,1.42828568570857,3.0,1.0,1.0,30.0,2.7,1.0
119,2466,1,0.0,1.0,1.0,3.0,38.0,3.4,1.0
119,2466,2,0.10000000000000009,1.0,1.0,3.0,38.0,3.3,1.0
119,2466,3,0.10000000000000009,1.0,1.0,3.0,38.0,3.5,1.0
120,9661,1,0.10000000000000009,1.0,1.0,3.0,35.0,3.0,1.0
120,9661,2,0.10000000000000009,1.0,1.0,3.0,35.0,2.8,1.0
120,9661,3,0.20000000000000018,1.0,1.0,3.0,35.0,3.1,1.0
121,16557,1,0.10000000000000009,6.0,9.0,4.0,35.0,3.1,1.0
121,16557,2,0.10000000000000009,6.0,9.0,4.0,35.0,3.1,1.0
121,16557,3,1.0,6.0,8.0,4.0,35.0,3.0,1.0
122,20211,1,0.7810249675906655,2.0,1.0,3.0,27.5,2.9,1.0
122,20211,2,0.9486832980505143,2.0,1.0,3.0,27.7,3.2,1.0
122,20211,3,1.004987562112089,3.0,1.0,3.0,28.0,2.4,1.0
123,8729,1,1.0,1.0,1.0,1.0,26.0,3.6,1.0
123,8729,2,1.1357816691600546,3.0,1.0,1.0,25.5,3.4,1.0
123,8729,3,1.2206555615733703,2.0,1.0,1.0,25.0,2.9,1.0
124,14750,1,0.10000000000000009,1.0,1.0,4.0,26.0,3.2,1.0
124,14750,2,1.0,1.0,1.0,3.0,26.0,3.1,1.0
124,14750,3,1.004987562112089,1.0,1.0,3.0,26.0,3.0,1.0
125,20049,1,0.7000000000000002,2.0,2.0,3.0,25.0,3.2,1.0
125,20049,2,1.004987562112089,2.0,2.0,3.0,26.0,2.4,1.0
125,20049,3,1.0862780491200217,2.0,1.0,3.0,24.7,2.8,1.0
126,12638,1,0.09999999999999964,6.0,6.0,3.0,34.0,3.8,1.0
126,12638,2,0.09999999999999964,6.0,6.0,3.0,34.0,3.8,1.0
126,12638,3,0.30000000000000027,6.0,6.0,3.0,34.0,3.4,1.0
127,6770,1,0.0,2.0,2.0,3.0,35.0,3.2,1.0
127,6770,2,0.0,2.0,2.0,3.0,35.0,3.2,1.0
127,6770,3,0.09999999999999964,2.0,2.0,3.0,35.0,3.3,1.0
128,2233,1,1.004987562112089,1.0,1.0,3.0,36.0,3.5,1.0
128,2233,2,1.0198039027185568,1.0,1.0,3.0,36.0,3.2,1.0
128,2233,3,1.0198039027185568,1.0,1.0,3.0,36.0,3.2,1.0
129,16701,1,0.20000000000000018,1.0,1.0,3.0,29.0,2.8,1.0
129,16701,2,0.2999999999999998,1.0,1.0,3.0,29.0,3.3,1.0
129,16701,3,0.3000000000000007,1.0,1.0,3.0,29.3,3.0,1.0
130,19996,1,0.10000000000000009,1.0,2.0,3.0,29.0,2.6,1.0
130,19996,2,0.58309518948453,1.0,2.0,3.0,29.5,2.8,1.0
130,19996,3,0.6000000000000001,1.0,2.0,3.0,29.0,3.1,1.0
131,20370,1,0.5,3.0,2.0,4.0,31.0,2.6,1.0
131,20370,2,0.8999999999999999,3.0,2.0,4.0,31.0,3.0,1.0
131,20370,3,1.0,3.0,2.0,4.0,31.0,3.1,1.0
132,4806,1,0.6999999999999997,1.0,2.0,2.0,36.0,2.6,1.0
132,4806,2,1.004987562112089,1.0,1.0,2.0,36.0,3.4,1.0
132,4806,3,1.004987562112089,1.0,2.0,3.0,36.0,3.2,1.0
133,14516,1,0.19999999999999973,2.0,3.0,4.0,32.5,2.9,1.0
133,14516,2,0.5385164807134505,2.0,3.0,4.0,33.0,2.5,1.0
133,14516,3,0.7071067811865476,2.0,3.0,4.0,33.0,3.2,1.0
134,13853,1,1.8027756377319946,5.0,2.0,3.0,27.0,2.7,1.0
134,13853,2,2.071231517720798,6.0,2.0,3.0,25.0,2.9,1.0
134,13853,3,2.3259406699226015,4.0,1.0,3.0,26.0,2.3,1.0
135,16248,1,0.19999999999999973,2.0,2.0,4.0,40.0,3.3,1.0
135,16248,2,0.20000000000000018,2.0,2.0,4.0,40.0,2.9,1.0
135,16248,3,0.3999999999999999,2.0,2.0,4.0,40.0,2.7,1.0
136,19970,1,0.5,1.0,1.0,2.0,36.0,3.0,1.0
136,19970,2,0.5,1.0,1.0,2.0,36.0,3.0,1.0
136,19970,3,0.5385164807134505,1.0,1.0,2.0,36.5,2.7,1.0
137,14354,1,0.5999999999999996,6.0,4.0,3.0,38.0,3.3,1.0
137,14354,2,0.7999999999999998,6.0,4.0,3.0,38.0,3.5,1.0
137,14354,3,0.7999999999999998,6.0,4.0,3.0,38.0,3.5,1.0
138,7583,1,1.4177446878757827,4.0,3.0,4.0,25.0,2.5,1.0
138,7583,2,1.5,4.0,2.0,4.0,24.0,2.9,1.0
138,7583,3,1.5362291495737217,4.0,3.0,4.0,25.0,3.0,1.0
139,5050,1,0.5099019513592784,3.0,2.0,4.0,37.0,3.2,1.0
139,5050,2,0.5099019513592785,3.0,2.0,4.0,37.0,3.4,1.0
139,5050,3,0.5099019513592785,3.0,2.0,4.0,37.0,3.4,1.0
140,15910,1,0.0,2.0,2.0,3.0,39.0,3.1,1.0
140,15910,2,0.10000000000000009,2.0,2.0,3.0,39.0,3.2,1.0
140,15910,3,0.19999999999999973,2.0,2.0,3.0,39.0,3.3,1.0
141,11141,1,1.019803902718557,1.0,1.0,3.0,26.0,3.0,1.0
141,11141,2,1.019803902718557,2.0,2.0,3.0,26.0,3.0,1.0
141,11141,3,1.044030650891055,1.0,1.0,3.0,26.0,3.1,1.0
142,18058,1,0.3999999999999999,1.0,1.0,4.0,30.0,3.0,1.0
142,18058,2,0.3999999999999999,1.0,1.0,4.0,30.0,3.0,1.0
142,18058,3,0.4242640687119289,1.0,1.0,4.0,30.3,2.9,1.0
143,18038,1,0.3605551275463984,2.0,1.0,3.0,23.7,2.9,1.0
143,18038,2,0.7071067811865476,2.0,1.0,3.0,24.0,3.1,1.0
143,18038,3,1.118033988749895,1.0,1.0,3.0,23.0,2.6,1.0
144,5545,1,0.3999999999999999,3.0,1.0,3.0,22.0,2.6,1.0
144,5545,2,1.2806248474865696,2.0,1.0,3.0,22.0,3.0,1.0
144,5545,3,1.4142135623730951,3.0,1.0,3.0,21.0,2.2,2.0
145,19309,1,0.19999999999999973,5.0,4.0,3.0,27.0,3.6,1.0
145,19309,2,0.2999999999999998,5.0,4.0,3.0,27.0,3.5,1.0
145,19309,3,1.0198039027185568,4.0,4.0,3.0,27.0,3.6,1.0
146,17768,1,0.5099019513592785,5.0,5.0,4.0,31.0,2.9,1.0
146,17768,2,0.5099019513592785,5.0,5.0,4.0,30.0,3.1,1.0
146,17768,3,0.5385164807134505,5.0,5.0,4.0,30.0,3.2,1.0
147,1647,1,0.5,6.0,4.0,4.0,39.0,3.5,1.0
147,1647,2,0.5,6.0,4.0,4.0,38.5,3.0,1.0
147,1647,3,0.5099019513592785,6.0,4.0,4.0,39.0,3.4,1.0
148,596,1,0.2999999999999998,1.0,1.0,3.0,25.0,3.2,1.0
148,596,2,0.7071067811865476,1.0,1.0,3.0,24.5,3.0,1.0
148,596,3,1.004987562112089,1.0,1.0,4.0,25.0,3.4,1.0
149,9401,1,1.019803902718557,3.0,2.0,3.0,26.0,3.4,1.0
149,9401,2,1.044030650891055,3.0,2.0,3.0,26.0,3.3,1.0
149,9401,3,1.0770329614269007,3.0,1.0,3.0,27.0,3.2,1.0
150,17673,1,0.10000000000000009,3.0,2.0,4.0,38.0,3.1,1.0
150,17673,2,0.10000000000000009,3.0,2.0,4.0,38.0,3.1,1.0
150,17673,3,0.20000000000000018,3.0,2.0,4.0,38.0,3.2,1.0
151,17730,1,1.004987562112089,6.0,3.0,4.0,32.0,3.1,1.0
151,17730,2,1.0770329614269007,6.0,3.0,3.0,32.0,3.4,2.0
151,17730,3,1.1874342087037917,6.0,3.0,3.0,31.5,3.4,2.0
152,15696,1,1.118033988749895,1.0,2.0,3.0,19.5,3.1,2.0
152,15696,2,1.6155494421403513,1.0,1.0,2.0,20.5,2.5,1.0
152,15696,3,1.7349351572897473,1.0,1.0,2.0,21.0,3.0,1.0
153,2313,1,0.2999999999999998,5.0,2.0,3.0,38.0,3.1,1.0
153,2313,2,0.6000000000000001,5.0,2.0,3.0,38.0,2.8,1.0
153,2313,3,1.004987562112089,5.0,3.0,3.0,38.0,3.3,1.0
154,12534,1,1.0,2.0,2.0,3.0,37.0,3.7,1.0
154,12534,2,1.004987562112089,2.0,3.0,3.0,37.0,3.8,2.0
154,12534,3,1.044030650891055,2.0,2.0,3.0,37.0,3.4,1.0
155,20224,1,0.5099019513592785,1.0,1.0,4.0,29.0,2.4,1.0
155,20224,2,0.5385164807134504,1.0,1.0,4.0,29.0,2.1,1.0
155,20224,3,0.5830951894845302,1.0,1.0,4.0,29.0,2.6,1.0
156,4920,1,1.0,4.0,4.0,4.0,25.0,3.3,1.0
156,4920,2,1.0,4.0,4.0,3.0,25.0,2.3,1.0
156,4920,3,1.019803902718557,4.0,4.0,3.0,24.0,3.5,1.0
157,10859,1,0.0,4.0,4.0,3.0,39.0,2.8,1.0
157,10859,2,0.0,4.0,4.0,3.0,39.0,2.8,1.0
157,10859,3,0.10000000000000009,4.0,4.0,3.0,39.0,2.9,1.0
158,18481,1,0.0,1.0,1.0,2.0,34.0,2.6,1.0
158,18481,2,0.19999999999999973,1.0,1.0,2.0,34.0,2.8,1.0
158,18481,3,0.19999999999999973,1.0,1.0,2.0,34.0,2.8,1.0
159,3870,1,0.10000000000000009,3.0,2.0,4.0,35.0,3.4,1.0
159,3870,2,0.10000000000000009,3.0,2.0,4.0,35.0,3.4,1.0
159,3870,3,0.19999999999999973,3.0,2.0,4.0,35.0,3.1,1.0
160,10428,1,1.445683229480096,4.0,4.0,4.0,21.5,3.2,1.0
160,10428,2,1.5297058540778357,5.0,5.0,3.0,23.0,3.2,1.0
160,10428,3,1.5524174696260025,3.0,3.0,3.0,22.0,3.3,1.0
161,20322,1,0.3999999999999999,1.0,1.0,2.0,28.0,2.5,1.0
161,20322,2,0.6000000000000001,1.0,1.0,2.0,28.0,2.7,1.0
161,20322,3,0.6999999999999997,1.0,1.0,2.0,28.0,2.8,1.0
162,3637,1,0.5099019513592784,3.0,2.0,4.0,37.0,3.2,1.0
162,3637,2,0.5099019513592785,3.0,2.0,4.0,37.0,3.4,1.0
162,3637,3,0.5099019513592785,3.0,2.0,4.0,37.0,3.4,1.0
163,4053,1,0.5,1.0,1.0,4.0,27.0,2.8,1.0
163,4053,2,0.8999999999999999,1.0,1.0,4.0,27.0,2.4,1.0
163,4053,3,1.0,1.0,2.0,4.0,27.0,3.3,1.0
164,2220,1,0.3999999999999999,6.0,8.0,3.0,32.0,3.8,1.0
164,2220,2,0.5385164807134505,6.0,8.0,3.0,31.5,3.6,1.0
164,2220,3,0.7615773105863933,6.0,8.0,3.0,32.7,3.1,1.0
165,14424,1,1.118033988749895,1.0,1.0,2.0,23.0,2.7,1.0
165,14424,2,1.224744871391589,1.0,1.0,2.0,22.0,3.2,1.0
165,14424,3,1.7,2.0,1.0,2.0,23.0,3.5,1.0
166,20102,1,1.1661903789690602,1.0,3.0,3.0,29.0,2.9,1.0
166,20102,2,1.2206555615733703,2.0,3.0,4.0,29.0,3.0,1.0
166,20102,3,1.28062484748657,2.0,3.0,4.0,29.0,3.1,1.0
167,14551,1,0.8999999999999999,1.0,1.0,3.0,31.0,3.6,2.0
167,14551,2,1.0,1.0,1.0,3.0,31.0,2.7,1.0
167,14551,3,1.0,1.0,1.0,3.0,31.0,2.7,1.0
168,18252,1,0.6403124237432848,3.0,2.0,5.0,31.5,3.0,1.0
168,18252,2,1.0,3.0,2.0,5.0,33.0,2.6,1.0
168,18252,3,1.004987562112089,3.0,3.0,5.0,32.0,2.7,1.0
169,14829,1,1.0,4.0,2.0,4.0,36.0,3.1,1.0
169,14829,2,1.0,3.0,1.0,4.0,36.0,3.1,1.0
169,14829,3,1.0,4.0,1.0,4.0,37.0,3.1,1.0
170,19693,1,0.6000000000000001,2.0,1.0,3.0,30.0,3.1,1.0
170,19693,2,0.6403124237432848,2.0,1.0,3.0,29.5,2.9,1.0
170,19693,3,0.7071067811865476,2.0,1.0,3.0,29.5,3.0,1.0
171,10097,1,1.0,1.0,1.0,2.0,27.0,2.9,1.0
171,10097,2,1.004987562112089,1.0,1.0,3.0,26.0,3.0,1.0
171,10097,3,1.019803902718557,1.0,1.0,2.0,27.0,3.1,1.0
172,10954,1,0.40000000000000036,1.0,1.0,4.0,26.0,3.2,1.0
172,10954,2,1.0,1.0,1.0,4.0,27.0,2.8,1.0
172,10954,3,1.004987562112089,1.0,1.0,4.0,25.0,2.9,1.0
173,16021,1,1.004987562112089,3.0,2.0,2.0,35.0,3.0,1.0
173,16021,2,1.044030650891055,3.0,2.0,2.0,35.0,2.8,1.0
173,16021,3,1.0770329614269007,3.0,2.0,1.0,36.0,3.5,1.0
174,19072,1,0.19999999999999973,1.0,1.0,4.0,39.0,3.6,1.0
174,19072,2,0.2999999999999998,1.0,1.0,4.0,39.0,3.5,1.0
174,19072,3,0.5,1.0,1.0,4.0,39.0,3.3,1.0
175,2680,1,0.44721359549995754,1.0,1.0,3.0,29.3,3.0,1.0
175,2680,2,0.5099019513592785,1.0,1.0,3.0,30.0,3.3,1.0
175,2680,3,0.5099019513592785,1.0,1.0,3.0,29.0,3.3,1.0
176,18112,1,0.10000000000000009,8.0,6.0,3.0,34.0,2.7,1.0
176,18112,2,0.5099019513592785,8.0,6.0,3.0,33.5,2.7,1.0
176,18112,3,0.7999999999999998,8.0,6.0,3.0,34.0,3.4,1.0
177,19723,1,0.2999999999999998,5.0,6.0,3.0,36.0,2.8,1.0
177,19723,2,0.3999999999999999,5.0,6.0,3.0,36.0,2.1,1.0
177,19723,3,0.6403124237432848,5.0,6.0,3.0,35.5,2.9,1.0
178,5056,1,0.0,1.0,1.0,3.0,35.0,3.3,1.0
178,5056,2,0.19999999999999973,1.0,1.0,3.0,35.0,3.1,1.0
178,5056,3,0.20000000000000018,1.0,1.0,3.0,35.0,3.5,1.0
179,17126,1,0.2999999999999998,1.0,1.0,3.0,30.0,3.3,1.0
179,17126,2,0.5,1.0,1.0,3.0,30.5,3.0,1.0
179,17126,3,0.5,1.0,1.0,3.0,30.0,3.5,1.0
180,311,1,0.0,3.0,3.0,4.0,46.0,3.5,1.0
180,311,2,0.2999999999999998,3.0,3.0,4.0,46.0,3.8,1.0
180,311,3,0.2999999999999998,3.0,3.0,4.0,46.0,3.8,1.0
181,16225,1,0.2999999999999998,1.0,1.0,2.0,30.0,3.4,1.0
181,16225,2,0.30000000000000027,1.0,1.0,2.0,30.0,2.8,1.0
181,16225,3,0.7071067811865476,1.0,1.0,2.0,29.5,2.6,1.0
182,6813,1,0.09999999999999964,1.0,1.0,3.0,35.0,3.3,1.0
182,6813,2,0.10000000000000009,1.0,1.0,3.0,35.0,3.1,1.0
182,6813,3,0.20000000000000018,1.0,1.0,3.0,35.0,3.0,1.0
183,8150,1,0.3999999999999999,1.0,1.0,3.0,25.0,3.2,1.0
183,8150,2,0.7810249675906655,1.0,1.0,3.0,24.5,3.0,1.0
183,8150,3,1.019803902718557,1.0,1.0,4.0,25.0,3.4,1.0
184,2031,1,0.7071067811865476,5.0,4.0,3.0,29.0,2.9,1.0
184,2031,2,1.044030650891055,5.0,4.0,3.0,29.5,3.7,1.0
184,2031,3,1.044030650891055,5.0,4.0,3.0,29.5,3.7,1.0
185,14513,1,0.19999999999999973,4.0,4.0,4.0,32.0,2.9,1.0
185,14513,2,0.3999999999999999,4.0,4.0,4.0,32.0,3.1,1.0
185,14513,3,0.5,4.0,4.0,4.0,31.5,2.7,1.0
186,16222,1,1.1224972160321824,2.0,2.0,3.0,24.0,3.2,1.0
186,16222,2,1.2688577540449522,2.0,1.0,4.0,23.0,2.5,1.0
186,16222,3,1.4422205101855956,2.0,1.0,3.0,23.7,2.9,1.0
187,10694,1,0.20000000000000018,2.0,1.0,5.0,37.0,3.1,1.0
187,10694,2,0.3999999999999999,2.0,1.0,5.0,37.0,3.3,1.0
187,10694,3,1.0,2.0,1.0,4.0,37.0,2.9,1.0
188,10841,1,1.0,2.0,2.0,5.0,35.0,2.8,1.0
188,10841,2,1.004987562112089,2.0,3.0,4.0,35.0,2.9,1.0
188,10841,3,1.004987562112089,2.0,4.0,5.0,35.0,2.7,1.0
189,16291,1,0.19999999999999973,1.0,1.0,3.0,30.0,3.3,1.0
189,16291,2,0.3999999999999999,1.0,1.0,3.0,30.0,3.5,1.0
189,16291,3,0.5099019513592785,1.0,1.0,3.0,30.5,3.0,1.0
190,20391,1,1.1224972160321824,2.0,1.0,2.0,26.5,2.2,2.0
190,20391,2,1.4177446878757824,3.0,1.0,3.0,26.0,2.2,1.0
190,20391,3,1.445683229480096,2.0,2.0,3.0,26.0,2.4,1.0
191,14639,1,0.10000000000000009,2.0,2.0,3.0,28.0,3.0,1.0
191,14639,2,1.0,2.0,2.0,3.0,29.0,3.1,1.0
191,14639,3,1.0,2.0,3.0,3.0,28.0,3.1,1.0
192,9930,1,0.5,2.0,2.0,3.0,38.0,3.4,1.0
192,9930,2,0.5,2.0,2.0,3.0,38.0,3.4,1.0
192,9930,3,0.5,2.0,2.0,3.0,38.0,3.4,1.0
193,18299,1,0.6000000000000001,3.0,1.0,2.0,38.0,3.2,1.0
193,18299,2,0.8999999999999999,3.0,1.0,2.0,38.0,3.5,1.0
193,18299,3,1.0198039027185568,2.0,1.0,2.0,38.0,2.8,1.0
194,14152,1,0.10000000000000009,2.0,1.0,3.0,35.0,2.6,1.0
194,14152,2,0.19999999999999973,2.0,1.0,3.0,35.0,2.9,1.0
194,14152,3,0.19999999999999973,2.0,1.0,3.0,35.0,2.9,1.0
195,14108,1,0.09999999999999964,1.0,1.0,3.0,32.0,2.8,1.0
195,14108,2,0.2999999999999998,1.0,1.0,3.0,32.0,3.0,1.0
195,14108,3,0.30000000000000027,1.0,1.0,3.0,32.0,2.4,1.0
196,2455,1,0.10000000000000009,1.0,1.0,3.0,29.0,3.3,1.0
196,2455,2,0.10000000000000009,1.0,1.0,3.0,29.0,3.5,1.0
196,2455,3,0.5000000000000003,1.0,1.0,3.0,29.3,3.0,1.0
197,20177,1,0.5099019513592785,2.0,2.0,4.0,36.0,2.4,1.0
197,20177,2,0.5385164807134505,2.0,2.0,4.0,36.0,2.5,1.0
197,20177,3,0.5830951894845302,2.0,2.0,4.0,37.0,2.6,1.0
198,7476,1,1.118033988749895,2.0,3.0,4.0,27.0,2.9,1.0
198,7476,2,1.1661903789690602,2.0,3.0,4.0,27.0,3.0,1.0
198,7476,3,1.445683229480096,1.0,3.0,4.0,27.0,2.7,1.0
199,10629,1,0.10000000000000009,1.0,1.0,3.0,29.0,2.8,1.0
199,10629,2,0.31622776601683866,1.0,1.0,3.0,29.3,3.0,1.0
199,10629,3,0.3999999999999999,1.0,1.0,3.0,29.0,3.3,1.0
200,17096,1,0.5830951894845304,2.0,1.0,4.0,27.3,3.5,1.0
200,17096,2,0.7000000000000002,2.0,1.0,4.0,27.0,3.7,1.0
200,17096,3,1.019803902718557,1.0,1.0,4.0,27.0,2.8,1.0
201,7534,1,1.0770329614269007,4.0,2.0,2.0,23.0,2.8,1.0
201,7534,2,1.7000000000000002,5.0,2.0,3.0,23.5,3.2,1.0
201,7534,3,1.7578395831246947,5.0,3.0,2.0,25.0,2.7,1.0
202,9945,1,0.0,2.0,1.0,3.0,35.0,2.9,1.0
202,9945,2,0.0,2.0,1.0,3.0,35.0,2.9,1.0
202,9945,3,0.2999999999999998,2.0,1.0,3.0,35.0,2.6,1.0
203,15320,1,0.0,2.0,2.0,3.0,39.0,3.1,1.0
203,15320,2,0.10000000000000009,2.0,2.0,3.0,39.0,3.2,1.0
203,15320,3,0.19999999999999973,2.0,2.0,3.0,39.0,3.3,1.0
204,7908,1,0.10000000000000009,1.0,1.0,3.0,27.0,3.7,1.0
204,7908,2,0.5,1.0,1.0,3.0,27.0,3.1,1.0
204,7908,3,0.7000000000000002,1.0,1.0,3.0,27.0,2.9,1.0
205,5792,1,1.1224972160321824,3.0,5.0,3.0,23.5,3.1,1.0
205,5792,2,1.187434208703792,2.0,4.0,3.0,23.5,2.8,1.0
205,5792,3,1.360147050873545,3.0,4.0,3.0,24.3,3.6,1.0
206,4015,1,0.0,4.0,2.0,4.0,34.0,3.3,1.0
206,4015,2,0.0,4.0,2.0,4.0,34.0,3.3,1.0
206,4015,3,0.0,4.0,2.0,4.0,34.0,3.3,1.0
207,2533,1,0.0,8.0,9.0,4.0,42.0,3.4,1.0
207,2533,2,0.10000000000000009,8.0,9.0,4.0,42.0,3.5,1.0
207,2533,3,0.10000000000000009,8.0,9.0,4.0,42.0,3.3,1.0
208,11214,1,0.5385164807134504,5.0,3.0,4.0,26.0,2.6,1.0
208,11214,2,1.0440306508910548,4.0,3.0,4.0,25.5,2.5,1.0
208,11214,3,1.1357816691600546,5.0,4.0,4.0,26.0,3.0,1.0
209,3252,1,0.10000000000000009,1.0,1.0,3.0,39.0,3.5,1.0
209,3252,2,0.10000000000000009,1.0,1.0,3.0,39.0,3.3,1.0
209,3252,3,0.30000000000000027,1.0,1.0,3.0,39.0,3.7,1.0
210,10856,1,1.0440306508910548,10.0,5.0,3.0,37.0,2.5,1.0
210,10856,2,1.0440306508910548,9.0,5.0,4.0,37.0,2.5,1.0
210,10856,3,1.28062484748657,10.0,5.0,4.0,38.0,3.6,1.0
211,17626,1,0.10000000000000009,4.0,2.0,4.0,34.0,2.9,1.0
211,17626,2,0.2999999999999998,4.0,2.0,4.0,34.0,3.3,1.0
211,17626,3,0.2999999999999998,4.0,2.0,4.0,34.0,3.3,1.0
212,11230,1,0.09999999999999964,3.0,2.0,4.0,38.0,2.7,1.0
212,11230,2,0.30000000000000027,3.0,2.0,4.0,38.0,3.1,1.0
212,11230,3,0.30000000000000027,3.0,2.0,4.0,38.0,3.1,1.0
213,15857,1,0.19999999999999973,1.0,1.0,3.0,44.0,3.3,1.0
213,15857,2,0.3999999999999999,1.0,1.0,3.0,44.0,3.5,1.0
213,15857,3,1.0,1.0,2.0,3.0,44.0,3.1,1.0
214,14461,1,1.004987562112089,4.0,2.0,3.0,35.0,2.6,1.0
214,14461,2,1.0198039027185568,4.0,2.0,3.0,35.0,2.9,1.0
214,14461,3,1.0198039027185568,4.0,2.0,3.0,35.0,2.9,1.0
215,974,1,1.0,1.0,2.0,4.0,37.0,3.5,1.0
215,974,2,1.0,1.0,2.0,4.0,37.0,3.5,1.0
215,974,3,1.019803902718557,1.0,2.0,4.0,37.0,3.3,1.0
216,1413,1,0.5,2.0,1.0,4.0,30.0,3.0,1.0
216,1413,2,0.6000000000000001,2.0,1.0,4.0,30.0,2.9,1.0
216,1413,3,0.6403124237432848,2.0,1.0,4.0,29.5,3.1,1.0
217,10295,1,0.10000000000000009,4.0,3.0,4.0,33.0,3.0,1.0
217,10295,2,0.10000000000000009,4.0,3.0,4.0,33.0,3.0,1.0
217,10295,3,0.10000000000000009,4.0,3.0,4.0,33.0,3.0,1.0
218,15348,1,0.20000000000000018,2.0,2.0,4.0,42.0,2.9,1.0
218,15348,2,0.20000000000000018,2.0,2.0,4.0,42.0,2.9,1.0
218,15348,3,0.2999999999999998,2.0,2.0,4.0,42.0,3.4,1.0
219,18596,1,1.469693845669907,2.0,1.0,1.0,19.0,3.0,1.0
219,18596,2,2.1540659228538015,1.0,1.0,3.0,18.0,3.4,1.0
219,18596,3,2.5475478405713994,2.0,1.0,3.0,19.0,3.3,1.0
220,11523,1,0.30000000000000027,2.0,2.0,3.0,36.0,3.1,1.0
220,11523,2,0.40000000000000036,2.0,2.0,3.0,36.0,3.2,1.0
220,11523,3,0.40000000000000036,2.0,2.0,3.0,36.0,3.2,1.0
221,14661,1,0.30000000000000027,1.0,1.0,2.0,32.0,2.8,1.0
221,14661,2,0.3999999999999999,1.0,1.0,2.0,32.0,2.7,1.0
221,14661,3,1.0,1.0,2.0,2.0,32.0,3.1,1.0
222,19052,1,0.09999999999999964,1.0,1.0,3.0,33.0,3.7,1.0
222,19052,2,0.19999999999999973,1.0,1.0,3.0,33.0,3.6,1.0
222,19052,3,0.5,1.0,1.0,3.0,33.0,3.3,1.0
223,13216,1,0.10000000000000009,2.0,1.0,2.0,41.0,3.6,1.0
223,13216,2,1.0198039027185568,2.0,1.0,2.0,42.0,3.9,1.0
223,13216,3,1.019803902718557,2.0,1.0,3.0,41.0,3.5,1.0
224,17823,1,0.0,1.0,1.0,3.0,36.0,3.0,1.0
224,17823,2,0.10000000000000009,1.0,1.0,3.0,36.0,2.9,1.0
224,17823,3,0.10000000000000009,1.0,1.0,3.0,36.0,3.1,1.0
225,16107,1,0.10000000000000009,1.0,1.0,3.0,28.0,3.0,1.0
225,16107,2,0.19999999999999973,1.0,1.0,3.0,28.0,3.3,1.0
225,16107,3,0.30000000000000027,1.0,1.0,3.0,28.0,2.8,1.0
226,20421,1,1.3,1.0,1.0,3.0,24.5,3.0,1.0
226,20421,2,1.4000000000000001,1.0,1.0,3.0,25.0,3.2,1.0
226,20421,3,1.445683229480096,2.0,1.0,3.0,24.7,2.8,1.0
227,8010,1,0.20000000000000018,3.0,2.0,3.0,27.0,3.4,1.0
227,8010,2,0.7810249675906655,3.0,2.0,3.0,27.5,3.0,1.0
227,8010,3,0.8000000000000003,3.0,2.0,3.0,27.0,2.8,1.0
228,15981,1,0.30000000000000027,1.0,1.0,2.0,28.0,2.8,1.0
228,15981,2,0.3999999999999999,1.0,1.0,2.0,28.0,2.7,1.0
228,15981,3,0.6000000000000001,1.0,1.0,2.0,28.0,2.5,1.0
229,13313,1,1.118033988749895,1.0,1.0,2.0,22.0,3.2,1.0
229,13313,2,1.42828568570857,1.0,1.0,2.0,21.0,3.5,1.0
229,13313,3,1.57797338380595,1.0,1.0,2.0,21.0,3.0,1.0
230,3055,1,0.10000000000000009,2.0,2.0,2.0,33.0,3.3,1.0
230,3055,2,0.10000000000000009,2.0,2.0,2.0,33.0,3.5,1.0
230,3055,3,0.20000000000000018,2.0,2.0,2.0,33.0,3.6,1.0
231,19906,1,0.2999999999999998,2.0,2.0,2.0,36.0,2.8,1.0
231,19906,2,0.3999999999999999,2.0,2.0,2.0,36.0,2.9,1.0
231,19906,3,0.3999999999999999,2.0,2.0,2.0,36.0,2.9,1.0
232,7770,1,0.20000000000000018,2.0,1.0,4.0,29.5,2.6,1.0
232,7770,2,0.5830951894845302,2.0,1.0,4.0,29.0,2.7,1.0
232,7770,3,0.6403124237432848,2.0,1.0,4.0,30.0,2.8,1.0
233,1951,1,0.10000000000000009,1.0,1.0,3.0,39.0,3.5,1.0
233,1951,2,0.10000000000000009,1.0,1.0,3.0,39.0,3.3,1.0
233,1951,3,0.30000000000000027,1.0,1.0,3.0,39.0,3.7,1.0
234,18675,1,0.0,2.0,1.0,3.0,37.0,3.8,1.0
234,18675,2,0.19999999999999973,2.0,1.0,3.0,37.0,3.6,1.0
234,18675,3,0.19999999999999973,2.0,1.0,3.0,37.0,3.6,1.0
235,10084,1,0.0,3.0,2.0,3.0,37.0,2.9,1.0
235,10084,2,0.0,3.0,2.0,3.0,37.0,2.9,1.0
235,10084,3,0.10000000000000009,3.0,2.0,3.0,37.0,3.0,1.0
236,17548,1,0.10000000000000009,3.0,2.0,4.0,34.0,3.1,1.0
236,17548,2,0.3605551275463967,3.0,2.0,4.0,34.3,2.8,1.0
236,17548,3,0.3999999999999999,3.0,2.0,4.0,34.0,3.4,1.0
237,14477,1,1.1180339887498951,4.0,3.0,3.0,27.3,3.1,1.0
237,14477,2,1.4142135623730951,4.0,2.0,3.0,27.0,2.7,1.0
