instance_index,original_test_index,decile1,decile3,fam_inc,lsat,ugpa,gender,race,fulltime,predicted_class,prediction_score,target_law
978,15050,2.0,4.0,4.0,29.3,3.1,0,0,1.0,0,0.12,0
979,4235,7.0,9.0,5.0,40.0,3.3,1,0,1.0,0,0.017963064746619767,0
980,655,9.0,8.0,3.0,33.0,3.5,1,0,1.0,0,0.1359386196560444,0
981,2086,5.0,4.0,4.0,35.0,3.4,0,2,1.0,0,0.21645945130041636,0
982,10021,1.0,2.0,4.0,38.0,2.9,0,0,1.0,0,0.07,1
983,19606,4.0,5.0,4.0,30.3,2.5,0,0,1.0,0,0.02,0
984,18974,5.0,5.0,3.0,32.0,3.8,1,0,1.0,0,0.03,0
985,17484,10.0,10.0,3.0,33.0,3.0,1,0,1.0,0,0.0,0
986,13836,8.0,3.0,3.0,39.0,2.7,1,0,1.0,0,0.31,0
987,6418,9.0,9.0,3.0,38.0,3.2,0,0,1.0,0,0.0,0
988,1210,4.0,5.0,4.0,38.0,3.5,1,0,1.0,0,0.0,0
989,4021,9.0,9.0,2.0,33.0,3.3,1,1,1.0,0,0.0,0
990,2105,9.0,9.0,3.0,35.0,3.4,0,0,1.0,0,0.0,0
991,15816,5.0,4.0,3.0,41.0,3.1,1,0,1.0,0,0.01,0
992,11574,5.0,4.0,2.0,35.0,2.8,0,2,1.0,0,0.16796306474661976,0
993,11953,3.0,3.0,4.0,48.0,3.9,1,0,1.0,0,0.0,0
994,1327,8.0,6.0,5.0,46.0,3.5,1,0,1.0,0,0.0,0
995,2473,8.0,9.0,5.0,41.0,3.4,1,0,1.0,0,0.0,0
996,4299,3.0,2.0,3.0,39.0,3.3,1,0,1.0,0,0.08448338763315184,0
997,14372,6.0,7.0,4.0,35.0,2.7,1,0,1.0,0,0.0,0
998,19,1.0,1.0,3.0,30.0,3.5,0,0,1.0,0,0.19124982258038886,0
999,9063,5.0,4.0,3.0,42.0,3.6,0,0,1.0,0,0.0,0
1000,2701,8.0,6.0,4.0,34.0,3.4,0,0,1.0,0,0.03514046063591496,0
1001,12066,6.0,5.0,4.0,41.0,3.9,0,0,1.0,0,0.01,0
1002,16312,5.0,2.0,3.0,40.0,3.1,1,0,1.0,0,0.34,0
1003,19514,8.0,5.0,3.0,43.0,3.8,1,0,1.0,0,0.01,0
1004,2193,8.0,9.0,4.0,29.0,3.4,1,0,1.0,0,0.0,0
1005,18082,5.0,4.0,1.0,45.0,2.6,1,0,1.0,0,0.05,1
1006,6018,2.0,4.0,3.0,36.0,3.2,1,1,1.0,0,0.03,0
1007,18910,6.0,7.0,4.0,33.0,3.8,0,0,1.0,0,0.02,0
1008,10680,7.0,9.0,4.0,36.0,2.9,1,0,1.0,0,0.09,0
1009,6026,4.0,3.0,5.0,44.0,3.2,1,0,1.0,0,0.018866042469861087,0
1010,5910,3.0,3.0,3.0,35.5,3.2,0,0,1.0,0,0.08,0
1011,10014,9.0,10.0,4.0,38.0,2.9,0,0,1.0,0,0.0,0
1012,3730,8.0,7.0,4.0,45.0,3.3,1,0,1.0,0,0.0,0
1013,7028,8.0,7.0,2.0,37.0,3.2,0,0,1.0,0,0.01,0
1014,9685,9.0,8.0,5.0,32.0,2.9,0,0,1.0,0,0.0,0
1015,1284,2.0,5.0,3.0,38.0,3.5,0,0,1.0,0,0.008866042469861085,0
1016,7745,4.0,2.0,3.0,39.0,2.4,0,0,1.0,0,0.4492872985551097,0
1017,2136,4.0,3.0,5.0,33.5,3.4,1,0,1.0,0,0.018264985023949767,0
1018,4318,1.0,1.0,3.0,44.0,3.3,0,0,1.0,0,0.11,1
1019,4085,9.0,8.0,2.0,28.0,3.3,1,0,1.0,0,0.0,1
1020,11730,7.0,9.0,4.0,41.0,3.9,1,0,1.0,0,0.0,0
1021,11629,6.0,4.0,4.0,33.5,2.8,1,0,1.0,0,0.18,0
1022,13174,7.0,7.0,4.0,42.0,3.7,1,0,1.0,0,0.0,0
1023,3602,4.0,8.0,4.0,38.0,3.4,1,0,1.0,0,0.00839032865209208,0
1024,12803,9.0,9.0,3.0,37.0,3.7,1,0,1.0,0,0.0,0
1025,9730,8.0,10.0,4.0,39.0,2.9,1,0,1.0,0,0.05,0
1026,18994,9.0,9.0,3.0,45.0,3.8,1,0,1.0,0,0.0,0
1027,12678,6.0,8.0,3.0,39.0,3.7,0,0,2.0,0,0.0,0
1028,8538,5.0,5.0,4.0,34.0,3.6,0,0,1.0,0,0.01,0
1029,16699,4.0,5.0,3.0,40.0,3.0,1,0,1.0,0,0.0,0
1030,16038,6.0,6.0,3.0,36.0,3.1,0,0,1.0,0,0.02682910721648085,0
1031,11627,8.0,7.0,3.0,45.0,2.8,1,0,1.0,0,0.0,0
1032,12246,10.0,10.0,4.0,45.0,3.9,1,0,1.0,0,0.0,0
1033,20206,4.0,3.0,5.0,41.0,2.3,1,0,1.0,0,0.02,0
1034,4107,5.0,5.0,4.0,40.0,3.3,0,0,1.0,0,0.0,0
1035,3134,6.0,4.0,4.0,36.0,3.4,1,0,1.0,0,0.08796306474661977,0
1036,8039,7.0,4.0,4.0,40.0,3.6,1,2,1.0,0,0.01,1
1037,15615,10.0,10.0,4.0,42.0,3.1,1,0,1.0,0,0.0,0
1038,12097,9.0,10.0,4.0,37.0,3.9,1,0,1.0,0,0.0,0
1039,5015,1.0,2.0,2.0,40.0,3.3,1,0,1.0,0,0.08,1
1040,3863,4.0,2.0,5.0,30.0,3.3,0,0,1.0,0,0.24796306474661975,0
1041,15731,9.0,10.0,3.0,34.0,3.1,1,0,2.0,0,0.0,0
1042,18568,2.0,3.0,4.0,34.5,2.6,1,0,1.0,0,0.3995911026766997,0
1043,1135,7.0,8.0,4.0,44.0,3.5,0,0,1.0,0,0.01,0
1044,2266,8.0,8.0,3.0,34.0,3.4,1,0,1.0,0,0.0,0
1045,6096,9.0,8.0,4.0,36.0,3.2,0,0,1.0,0,0.04345506628176821,0
1046,7928,3.0,5.0,4.0,39.0,3.6,0,0,1.0,0,0.0,0
1047,7209,4.0,4.0,4.0,39.0,3.2,1,0,1.0,0,0.0,0
1048,224,8.0,7.0,3.0,38.0,3.5,1,0,1.0,0,0.4546170839988231,0
1049,2817,8.0,7.0,3.0,36.0,3.4,1,0,1.0,0,0.0,0
1050,5041,9.0,7.0,2.0,26.5,3.3,0,1,1.0,0,0.04,0
1051,4743,2.0,2.0,3.0,32.5,3.3,1,0,1.0,0,0.47896884048186306,1
1052,622,10.0,10.0,4.0,37.0,3.5,1,0,1.0,0,0.0,0
1053,1133,7.0,7.0,3.0,41.0,3.5,0,0,1.0,0,0.0,0
1054,11739,3.0,5.0,2.0,43.0,3.9,0,0,1.0,0,0.03,0
1055,2964,8.0,8.0,3.0,44.0,3.4,0,2,1.0,0,0.0,0
1056,1550,9.0,10.0,4.0,42.0,3.5,0,0,1.0,0,0.0,0
1057,4726,3.0,4.0,3.0,47.0,3.3,1,0,1.0,0,0.0,0
1058,8257,10.0,10.0,2.0,27.0,3.6,0,1,1.0,0,0.0,0
1059,1511,5.0,5.0,3.0,38.0,3.5,0,0,1.0,0,0.08,0
1060,10961,4.0,2.0,3.0,30.7,2.8,1,0,2.0,0,0.35,0
1061,13186,9.0,9.0,3.0,33.0,3.7,1,0,1.0,0,0.0,0
1062,6065,8.0,8.0,4.0,37.0,3.2,1,0,1.0,0,0.0,0
1063,4123,6.0,6.0,4.0,35.0,3.3,1,0,1.0,0,0.0,0
1064,1173,10.0,10.0,3.0,38.0,3.5,0,0,1.0,0,0.0,0
1065,14463,2.0,2.0,4.0,36.0,2.7,0,0,1.0,0,0.15195103111261557,0
1066,5936,7.0,6.0,4.0,32.0,3.2,1,0,1.0,0,0.24291755925862626,0
1067,3263,4.0,4.0,5.0,37.0,3.4,0,0,1.0,0,0.2,0
1068,788,7.0,8.0,4.0,47.0,3.5,0,0,1.0,0,0.0,0
1069,19259,5.0,4.0,3.0,41.0,3.8,0,0,1.0,0,0.0,0
1070,20120,8.0,9.0,4.0,37.0,2.3,1,0,1.0,0,0.0,0
1071,19050,8.0,8.0,4.0,43.0,3.8,0,0,1.0,0,0.0,0
1072,20188,10.0,10.0,4.0,33.5,2.3,1,0,1.0,0,0.02,0
1073,10731,9.0,9.0,3.0,32.5,2.8,1,0,1.0,0,0.01,0
1074,18243,3.0,2.0,3.0,41.0,2.6,1,4,1.0,0,0.393155929113187,0
1075,1095,7.0,8.0,4.0,41.0,3.5,1,0,1.0,0,0.0,0
1076,18895,2.0,2.0,4.0,35.0,3.8,0,0,1.0,0,0.2779774387536847,1
1077,17374,4.0,5.0,4.0,35.0,3.0,1,0,1.0,0,0.03,0
1078,9000,5.0,3.0,3.0,40.0,3.6,0,0,1.0,0,0.05,0
1079,3895,4.0,5.0,3.0,33.0,3.3,1,0,2.0,0,0.09773208493972216,0
1080,15053,8.0,8.0,4.0,45.0,3.1,1,0,1.0,0,0.0,0
1081,19452,9.0,10.0,4.0,44.0,3.8,1,0,1.0,0,0.0,0
1082,4060,2.0,2.0,2.0,42.0,3.3,0,0,2.0,0,0.04,0
1083,14500,5.0,5.0,4.0,42.0,2.7,1,0,1.0,0,0.006615525114155251,0
1084,16005,3.0,1.0,4.0,30.0,3.1,1,0,1.0,0,0.18262302902895933,0
1085,16452,1.0,3.0,4.0,31.0,3.0,0,1,1.0,0,0.26,0
1086,13596,1.0,1.0,4.0,46.0,3.7,0,0,1.0,0,0.13,0
1087,7097,5.0,4.0,4.0,33.0,3.2,1,0,1.0,0,0.22618543654487377,0
1088,12318,5.0,3.0,3.0,36.0,3.9,1,0,2.0,0,0.16,0
1089,13564,4.0,3.0,3.0,27.0,3.7,0,4,1.0,0,0.47,0
1090,9249,1.0,1.0,3.0,29.5,3.6,0,3,1.0,0,0.4425973622128535,0
1091,17787,1.0,1.0,5.0,39.5,3.0,0,0,1.0,0,0.43,1
1092,19896,7.0,2.0,4.0,29.7,2.5,1,0,2.0,0,0.19,0
1093,5377,7.0,7.0,5.0,42.0,3.3,1,0,1.0,0,0.0,0
1094,20171,3.0,1.0,2.0,31.0,2.3,1,2,2.0,0,0.48,1
1095,12389,6.0,7.0,3.0,41.0,3.9,1,2,1.0,0,0.0,0
1096,7036,2.0,2.0,4.0,44.0,3.2,1,0,1.0,0,0.08,0
1097,729,4.0,5.0,3.0,36.0,3.5,1,0,1.0,0,0.1783902930662751,0
1098,9758,7.0,8.0,4.0,27.0,2.9,1,0,1.0,0,0.05,0
1099,15104,8.0,7.0,4.0,38.0,3.1,1,0,1.0,0,0.14799973065531727,0
1100,14272,5.0,5.0,3.0,35.0,2.7,1,3,1.0,0,0.07,0
1101,1086,6.0,7.0,3.0,36.0,3.5,0,0,1.0,0,0.0,0
1102,15209,5.0,6.0,3.0,39.0,3.1,1,0,1.0,0,0.01592612949323953,0
1103,15111,8.0,7.0,3.0,34.0,3.1,1,0,1.0,0,0.0,0
1104,1444,8.0,8.0,4.0,47.0,3.5,0,0,1.0,0,0.0,0
1105,6242,6.0,3.0,2.0,46.0,3.2,1,0,1.0,0,0.01,0
1106,9361,8.0,9.0,3.0,43.0,3.6,0,0,1.0,0,0.0,0
1107,2139,8.0,9.0,2.0,19.0,3.4,0,3,1.0,0,0.32,0
1108,14725,4.0,1.0,4.0,42.0,3.1,1,0,1.0,0,0.10886604246986108,0
1109,16445,4.0,6.0,3.0,40.0,3.0,0,0,2.0,0,0.08,0
1110,11097,10.0,9.0,4.0,33.0,2.8,0,0,1.0,0,0.0,0
1111,19060,7.0,9.0,4.0,42.0,3.8,1,0,1.0,0,0.0,0
1112,16713,6.0,4.0,4.0,37.0,3.0,1,0,1.0,0,0.0,0
1113,13381,9.0,8.0,4.0,42.0,3.7,0,0,1.0,0,0.0,0
1114,2159,6.0,5.0,4.0,41.0,3.4,1,0,1.0,0,0.0,0
1115,16036,5.0,6.0,4.0,35.5,3.1,1,0,1.0,0,0.05722701651119868,0
1116,19487,8.0,8.0,3.0,38.0,3.8,0,3,1.0,0,0.0,0
1117,11721,3.0,3.0,3.0,32.0,2.8,1,2,1.0,0,0.46097828122382106,0
1118,15312,2.0,2.0,4.0,38.0,3.1,1,4,1.0,0,0.02661552511415525,0
1119,8186,3.0,3.0,4.0,34.0,3.6,1,0,2.0,0,0.05,0
1120,16027,9.0,9.0,4.0,42.0,3.1,1,0,1.0,0,0.0,0
1121,673,9.0,8.0,3.0,33.0,3.5,1,0,1.0,0,0.1359386196560444,0
1122,9034,5.0,3.0,4.0,36.0,3.6,1,0,1.0,0,0.01969015968564501,0
1123,6912,9.0,10.0,4.0,46.0,3.2,1,0,1.0,0,0.0,0
1124,1993,5.0,3.0,3.0,38.0,3.4,0,0,1.0,0,0.04,0
1125,17381,6.0,5.0,4.0,33.0,3.0,0,0,1.0,0,0.08102022173367014,0
1126,60,8.0,6.0,3.0,33.0,3.5,0,0,1.0,0,0.009398942554088683,0
1127,10092,2.0,1.0,4.0,28.3,2.9,0,0,1.0,0,0.2584571451465608,0
1128,8114,7.0,8.0,3.0,28.5,3.6,0,1,1.0,0,0.0,0
1129,3828,4.0,5.0,3.0,42.0,3.3,1,0,1.0,0,0.0,0
1130,7462,7.0,6.0,5.0,39.0,2.4,1,0,1.0,0,0.01,0
1131,11840,10.0,10.0,3.0,37.0,3.9,1,0,1.0,0,0.0,0
1132,6573,8.0,8.0,4.0,36.0,3.2,0,0,1.0,0,0.0,0
1133,3501,9.0,9.0,3.0,44.0,3.4,0,0,1.0,0,0.0,0
1134,5121,10.0,10.0,3.0,44.0,3.3,0,0,1.0,0,0.0,0
1135,5548,6.0,5.0,4.0,31.0,2.2,1,1,1.0,0,0.2888660424698611,0
1136,5991,6.0,6.0,3.0,24.0,3.2,0,0,1.0,0,0.31,0
1137,17813,9.0,10.0,2.0,39.0,3.0,1,1,1.0,0,0.0,0
1138,15523,3.0,1.0,5.0,39.0,3.1,0,0,1.0,0,0.48682910721648087,0
1139,5490,2.0,1.0,4.0,40.0,2.2,1,3,1.0,0,0.47796306474661976,0
1140,14797,4.0,5.0,4.0,41.0,3.1,1,0,1.0,0,0.017227016511198682,0
1141,19747,6.0,4.0,4.0,33.5,2.5,0,0,1.0,0,0.07,0
1142,18349,9.0,10.0,4.0,37.0,2.6,1,0,1.0,0,0.007963064746619765,0
1143,9007,7.0,4.0,4.0,47.0,3.6,1,0,1.0,0,0.0,0
1144,14870,5.0,5.0,3.0,33.0,3.1,1,0,1.0,0,0.06407449030985155,0
1145,13107,8.0,7.0,3.0,34.5,3.7,1,0,1.0,0,0.0,0
1146,15950,5.0,5.0,4.0,35.0,3.1,0,0,1.0,0,0.0,0
1147,1110,6.0,5.0,4.0,37.0,3.5,0,0,1.0,0,0.01,0
1148,12717,6.0,6.0,3.0,36.0,3.7,0,0,1.0,0,0.007963064746619765,0
1149,12597,9.0,9.0,4.0,28.0,3.7,1,0,1.0,0,0.0,0
1150,15413,10.0,8.0,3.0,34.0,3.1,1,0,2.0,0,0.0,0
1151,18396,9.0,8.0,4.0,45.0,2.6,1,0,1.0,0,0.0,0
1152,6332,9.0,9.0,4.0,41.0,3.2,1,0,1.0,0,0.0,0
1153,1039,3.0,3.0,3.0,30.0,3.5,1,0,1.0,0,0.02,0
1154,15281,3.0,4.0,4.0,40.0,3.1,1,0,1.0,0,0.0,0
1155,4810,8.0,8.0,3.0,41.0,3.3,1,0,1.0,0,0.0,0
1156,11978,3.0,2.0,2.0,40.0,3.9,1,0,1.0,0,0.4388660424698611,1
1157,17423,1.0,3.0,4.0,37.0,3.0,1,0,1.0,0,0.17682910721648085,0
1158,10530,8.0,6.0,4.0,32.0,2.9,0,0,1.0,0,0.07,0
1159,19296,9.0,8.0,4.0,44.0,3.8,0,0,1.0,0,0.0,0
1160,19252,2.0,2.0,3.0,44.0,3.8,1,0,1.0,0,0.1788660424698611,0
1161,2988,1.0,4.0,3.0,34.0,3.4,1,0,1.0,0,0.14,0
1162,12310,10.0,10.0,2.0,43.0,3.9,0,0,1.0,0,0.0,0
1163,17158,7.0,6.0,4.0,40.0,3.0,1,0,1.0,0,0.1627682867829276,0
1164,4496,6.0,6.0,4.0,42.0,3.3,1,0,1.0,0,0.0,0
1165,13297,5.0,8.0,3.0,36.0,3.7,0,0,1.0,0,0.0,0
1166,17531,8.0,6.0,3.0,42.0,3.0,1,0,1.0,0,0.0,0
1167,15324,2.0,2.0,3.0,42.0,3.1,1,0,2.0,0,0.08,0
1168,10317,4.0,7.0,3.0,29.0,2.9,1,0,1.0,0,0.29796306474661977,0
1169,12821,9.0,9.0,4.0,43.0,3.7,1,0,1.0,0,0.0,0
1170,8504,6.0,7.0,4.0,40.0,3.6,1,2,1.0,0,0.0,0
1171,10818,1.0,1.0,3.0,28.0,2.8,0,1,1.0,0,0.44240326454824097,1
1172,5282,9.0,9.0,3.0,39.5,3.3,1,0,1.0,0,0.0,0
1173,17608,1.0,2.0,2.0,29.0,3.0,0,3,1.0,0,0.1348773550397413,1
1174,14773,4.0,3.0,4.0,31.0,3.1,0,0,1.0,0,0.06939894255408868,0
1175,19567,6.0,6.0,4.0,36.0,3.8,0,0,1.0,0,0.0,0
1176,13575,9.0,4.0,4.0,30.5,3.7,0,2,2.0,0,0.29,1
1177,662,9.0,10.0,4.0,41.0,3.5,0,0,1.0,0,0.0,0
1178,17754,1.0,2.0,4.0,30.0,3.0,1,0,1.0,0,0.3990152251786004,0
1179,5507,7.0,7.0,4.0,36.0,2.2,1,0,1.0,0,0.02,0
1180,15243,5.0,6.0,4.0,37.0,3.1,1,0,1.0,0,0.07007059139592346,0
1181,15710,7.0,9.0,3.0,43.0,3.1,1,0,1.0,0,0.0,0
1182,7915,2.0,1.0,4.0,40.5,3.6,1,0,1.0,0,0.24997495298698522,0
1183,5039,4.0,4.0,4.0,39.0,3.3,1,0,1.0,0,0.0,0
1184,14154,9.0,6.0,4.0,41.0,2.7,1,0,1.0,0,0.02,0
1185,20151,10.0,10.0,4.0,32.0,2.3,1,0,1.0,0,0.0,0
1186,16440,9.0,9.0,3.0,40.0,3.0,0,0,1.0,0,0.0,0
1187,5152,7.0,7.0,3.0,38.0,3.3,0,0,1.0,0,0.0,0
1188,15908,8.0,7.0,4.0,34.0,3.1,0,0,2.0,0,0.19,0
1189,1626,8.0,8.0,2.0,38.0,3.5,1,0,1.0,0,0.008866042469861085,0
1190,18987,6.0,8.0,4.0,42.0,3.8,1,0,2.0,0,0.01,0
1191,17053,6.0,10.0,3.0,26.5,3.0,0,1,1.0,0,0.11,0
1192,14197,5.0,6.0,5.0,41.0,2.7,0,0,1.0,0,0.0,0
1193,14625,6.0,5.0,3.0,41.0,3.1,0,0,1.0,0,0.0,0
1194,12793,5.0,6.0,3.0,35.0,3.7,1,0,2.0,0,0.17,0
1195,8881,9.0,9.0,3.0,40.0,3.6,0,0,1.0,0,0.0,0
1196,11903,10.0,10.0,2.0,34.0,3.9,1,0,1.0,0,0.0,0
1197,7537,10.0,9.0,3.0,42.0,2.4,0,0,1.0,0,0.0,0
1198,2749,4.0,5.0,2.0,39.0,3.4,0,0,1.0,0,0.05,0
1199,19376,9.0,8.0,3.0,19.0,3.8,0,3,1.0,0,0.28,0
1200,16432,2.0,5.0,4.0,35.0,3.0,1,0,1.0,0,0.04,0
1201,5442,10.0,9.0,3.0,34.0,3.3,1,0,1.0,0,0.0,0
1202,2727,8.0,8.0,4.0,41.0,3.4,1,0,1.0,0,0.0,0
1203,14304,5.0,7.0,3.0,36.0,2.7,0,0,1.0,0,0.02,0
1204,9122,7.0,7.0,3.0,44.0,3.6,1,0,1.0,0,0.0,0
1205,1834,7.0,5.0,3.0,39.0,3.4,1,0,1.0,0,0.02,0
1206,9242,9.0,9.0,3.0,38.0,3.6,0,0,1.0,0,0.0,0
1207,11127,5.0,4.0,4.0,33.0,2.8,1,4,1.0,0,0.01,0
1208,3699,5.0,5.0,4.0,27.0,3.3,0,0,1.0,0,0.02,0
1209,12087,7.0,6.0,4.0,38.0,3.9,0,0,1.0,0,0.0,0
1210,4530,10.0,10.0,4.0,43.0,3.3,1,0,1.0,0,0.0,0
1211,6508,4.0,6.0,4.0,43.0,3.2,1,0,1.0,0,0.0,0
1212,1006,8.0,6.0,4.0,37.0,3.5,0,0,1.0,0,0.22792349024458786,0
1213,18075,7.0,7.0,4.0,47.0,2.6,1,0,1.0,0,0.13,0
1214,18526,10.0,10.0,4.0,37.0,2.6,0,0,1.0,0,0.01682910721648085,0
1215,16799,7.0,9.0,4.0,35.0,3.0,0,0,1.0,0,0.22,0
1216,14620,9.0,10.0,4.0,42.0,3.1,1,0,1.0,0,0.0,0
1217,11130,3.0,2.0,2.0,36.5,2.8,0,0,1.0,0,0.35,0
1218,13393,4.0,6.0,4.0,33.0,3.7,0,0,1.0,0,0.0,0
1219,5733,8.0,7.0,3.0,33.0,3.2,0,0,1.0,0,0.03713102749381085,0
1220,18448,10.0,10.0,5.0,39.0,2.6,0,0,1.0,0,0.0,0
1221,13417,4.0,3.0,4.0,33.0,3.7,0,0,1.0,0,0.01,0
1222,10300,1.0,1.0,5.0,38.0,2.9,1,0,1.0,0,0.4160618714866969,1
1223,13285,6.0,6.0,3.0,41.0,3.7,1,0,1.0,0,0.04,0
1224,11290,8.0,7.0,5.0,31.0,2.8,0,0,1.0,0,0.23,0
1225,291,2.0,2.0,2.0,37.0,3.5,0,0,1.0,0,0.3648631124335331,0
1226,5996,9.0,9.0,4.0,36.5,3.2,1,0,1.0,0,0.0,0
1227,15485,6.0,3.0,5.0,30.0,3.1,0,0,1.0,0,0.16,0
1228,14809,5.0,5.0,3.0,34.0,3.1,0,3,1.0,0,0.0,1
1229,6577,5.0,4.0,2.0,30.0,3.2,1,0,1.0,0,0.15061478024747038,0
1230,15962,5.0,2.0,4.0,29.7,3.1,1,0,2.0,0,0.15,0
1231,16592,6.0,5.0,4.0,40.0,3.0,1,0,1.0,0,0.0,0
1232,13386,5.0,8.0,1.0,37.0,3.7,1,0,1.0,0,0.0,0
1233,19188,10.0,10.0,3.0,41.0,3.8,0,0,1.0,0,0.0,0
1234,13049,3.0,3.0,2.0,31.0,3.7,1,0,1.0,0,0.1988660424698611,0
1235,5231,5.0,6.0,4.0,37.0,3.3,0,0,1.0,0,0.03569514968634194,0
1236,15340,8.0,8.0,3.0,42.0,3.1,1,0,1.0,0,0.0,0
1237,11847,9.0,8.0,4.0,34.0,3.9,0,0,1.0,0,0.01,0
1238,13584,10.0,10.0,4.0,36.0,3.7,0,0,1.0,0,0.0,0
1239,3806,9.0,9.0,4.0,37.0,3.3,1,0,1.0,0,0.0,0
1240,9630,2.0,3.0,4.0,39.5,2.9,0,0,1.0,0,0.34124644980837293,0
1241,12594,6.0,5.0,1.0,37.0,3.7,0,0,1.0,0,0.0,0
1242,8574,6.0,4.0,3.0,32.0,3.6,1,2,1.0,0,0.07,0
1243,14242,3.0,3.0,2.0,28.0,2.7,0,3,1.0,0,0.0960994400707279,1
1244,14810,4.0,6.0,3.0,35.0,3.1,0,0,1.0,0,0.008866042469861085,0
1245,1623,4.0,4.0,3.0,34.0,3.5,1,0,1.0,0,0.039398942554088684,0
1246,10615,10.0,6.0,4.0,40.0,2.9,1,0,1.0,0,0.09141813102838797,0
1247,11439,6.0,8.0,2.0,41.0,2.8,1,0,1.0,0,0.0,0
1248,2301,3.0,5.0,4.0,43.0,3.4,1,0,1.0,0,0.0,0
1249,13728,4.0,2.0,3.0,38.0,3.7,1,0,1.0,0,0.0,0
1250,10391,4.0,3.0,5.0,29.0,2.9,1,0,1.0,0,0.13,0
1251,6834,2.0,1.0,4.0,38.0,3.2,1,2,1.0,0,0.0795911026766997,0
1252,5683,6.0,6.0,4.0,46.0,3.2,0,0,1.0,0,0.0,0
1253,12682,7.0,7.0,3.0,41.0,3.7,0,0,1.0,0,0.0,0
1254,8937,8.0,10.0,5.0,38.0,3.6,0,0,1.0,0,0.0,0
1255,17502,5.0,5.0,3.0,39.0,3.0,1,2,2.0,0,0.1,0
1256,6268,4.0,3.0,3.0,38.0,3.2,0,0,1.0,0,0.0,0
1257,20197,4.0,3.0,4.0,41.0,2.3,1,0,1.0,0,0.04,0
1258,3914,6.0,3.0,3.0,29.5,3.3,0,0,1.0,0,0.13,0
1259,19742,1.0,1.0,4.0,24.0,2.5,0,3,1.0,0,0.29796306474661977,0
1260,19909,8.0,6.0,2.0,31.0,2.5,1,0,2.0,0,0.28,0
1261,13578,5.0,4.0,4.0,40.0,3.7,1,0,1.0,0,0.01,0
1262,18343,7.0,6.0,4.0,39.0,2.6,1,2,1.0,0,0.01,0
1263,4679,7.0,6.0,5.0,36.5,3.3,0,0,1.0,0,0.0,0
1264,1918,10.0,9.0,4.0,36.0,3.4,0,0,1.0,0,0.0,0
1265,4985,5.0,7.0,4.0,34.0,3.3,0,0,1.0,0,0.0,0
1266,15994,9.0,9.0,5.0,46.0,3.1,1,0,1.0,0,0.0,0
1267,14577,2.0,2.0,2.0,29.0,2.7,1,3,1.0,0,0.19,1
1268,1925,10.0,10.0,2.0,30.0,3.4,0,0,1.0,0,0.0,0
1269,13124,3.0,4.0,3.0,35.0,3.7,0,0,1.0,0,0.02,0
1270,17399,8.0,8.0,4.0,33.0,3.0,1,1,1.0,0,0.0,0
1271,11879,4.0,3.0,3.0,36.0,3.9,0,0,1.0,0,0.01,1
1272,9917,2.0,1.0,1.0,29.0,2.9,1,4,1.0,0,0.42,0
1273,5116,2.0,5.0,5.0,34.0,3.3,0,0,1.0,0,0.10799076102255274,1
1274,17460,4.0,3.0,4.0,38.0,3.0,1,0,1.0,0,0.0,0
1275,16598,8.0,4.0,3.0,44.0,3.0,1,0,1.0,0,0.09,0
1276,12538,5.0,6.0,3.0,42.0,3.7,0,0,1.0,0,0.0,0
1277,12063,10.0,10.0,2.0,37.0,3.9,0,0,1.0,0,0.0,0
1278,5259,2.0,3.0,3.0,20.0,3.3,0,3,1.0,0,0.31,1
1279,10943,3.0,1.0,4.0,38.0,2.8,1,0,1.0,0,0.27601446766824395,0
1280,4608,4.0,3.0,4.0,38.0,3.3,0,0,1.0,0,0.0,0
1281,20287,6.0,7.0,4.0,34.0,2.0,1,0,1.0,0,0.22,0
1282,11900,5.0,3.0,3.0,34.0,3.9,0,0,1.0,0,0.39,0
1283,10879,2.0,1.0,4.0,36.0,2.8,0,0,1.0,0,0.478564698644946,0
1284,12807,4.0,6.0,3.0,33.0,3.7,0,3,1.0,0,0.0,0
1285,19795,5.0,6.0,4.0,38.0,2.5,1,0,1.0,0,0.04,0
1286,12120,8.0,7.0,4.0,43.0,3.9,1,0,1.0,0,0.0,0
1287,15783,9.0,9.0,5.0,41.0,3.1,1,0,1.0,0,0.0,0
1288,3706,7.0,9.0,3.0,33.0,3.3,1,0,1.0,0,0.0,0
1289,3805,3.0,2.0,4.0,27.0,3.3,1,0,1.0,0,0.1,0
1290,4058,6.0,4.0,3.0,37.0,3.3,1,0,1.0,0,0.0,0
1291,85,6.0,9.0,2.0,45.0,3.5,1,0,1.0,0,0.0,1
1292,5691,3.0,2.0,4.0,29.0,3.2,1,0,1.0,0,0.3667085073673934,0
1293,6978,6.0,2.0,3.0,27.3,3.2,1,0,1.0,0,0.4,1
1294,7838,3.0,2.0,3.0,34.0,3.6,0,0,1.0,0,0.03,0
1295,4750,2.0,2.0,5.0,38.0,3.3,1,0,1.0,0,0.05,0
1296,8498,4.0,4.0,4.0,47.0,3.6,0,0,1.0,0,0.0,0
1297,5728,3.0,3.0,2.0,35.0,3.2,0,1,1.0,0,0.03,0
1298,1705,6.0,7.0,4.0,33.5,3.5,0,0,2.0,0,0.04,0
1299,6221,7.0,7.0,3.0,36.0,3.2,0,0,1.0,0,0.0,0
1300,2641,2.0,3.0,3.0,41.0,3.4,1,0,1.0,0,0.01,0
