instance_index,original_test_index,predicted_probability,SHAP_famsize,SHAP_Pstatus,SHAP_Medu,SHAP_Fedu,SHAP_Mjob,SHAP_Fjob,SHAP_reason,SHAP_guardian,SHAP_traveltime,SHAP_studytime,SHAP_failures,SHAP_schoolsup,SHAP_famsup,SHAP_paid,SHAP_activities,SHAP_nursery,SHAP_higher,SHAP_internet,SHAP_romantic,SHAP_famrel,SHAP_freetime,SHAP_goout,SHAP_Dalc,SHAP_Walc,SHAP_absences
52,466,0.28,-0.0047702614657622105,-0.002186630231321113,-0.0012226651622145321,0.06635898018273664,-0.012429428543704693,-0.002646834698438025,-0.05243682654763999,0.010927010095903774,-0.008056714143092064,0.03996782315046837,-0.06885547277622377,-0.0002448602011150515,-0.019777802917898834,-0.0045572968690862775,-0.0015451173932981373,0.002597501313137386,-0.04594672743054845,0.005492517369407149,-0.01956623597701923,-0.005148959134054356,-0.03968410508291451,-0.028365352520271697,-0.01344553094065902,-0.004584773422342009,-0.012315607797186757
53,646,0.29,-0.007134722046104774,0.0009729517184005191,0.034381250666450036,0.03327241615933239,-0.004469415121417249,-0.015912752643340255,0.011646541233060205,0.0062558047842600556,-0.010454335517466176,-0.01018886048284042,-0.10202476984133843,0.002533783797356254,-0.01458206588682779,-0.0029783909532596037,-0.007529157640097227,-0.00041077316609910633,-0.028549743918196722,-0.003251003349898284,0.00028683755848339236,0.00602232928934705,-0.03799766511331095,-0.006710189809128736,-0.009208362167246199,-0.028661498211528372,-0.017751580481727005
54,172,0.39,0.0031995514918794032,-0.0022105712771066997,-0.02922025932764415,-0.044346657435047315,-0.0018582867289102824,-0.004076262345188216,0.0136239683876932,-0.03138989561462639,-0.01425641605072018,-0.03216100587985647,0.1501721503947507,-0.008261913223372773,-0.008162752872532316,-0.0037383334268780246,-0.006621607352216571,-0.0021260596008445876,-0.02895303260994709,-0.002847362295549592,0.006539988745530257,-0.041938203739607716,0.011153751541791577,0.0014615495775149188,0.028391843900933418,-0.016898894122447362,-0.047918661280735
55,423,0.47,-0.01806140364608786,-0.0003451370953837366,0.013229795375039263,-0.025051853985980175,-0.0011133049832353775,-0.0070610204518636735,0.014699763686475586,-0.031919120485602706,-0.017445577021564896,0.035696419297485835,-0.08886370060821726,0.0008045884647115397,-0.013989117820642515,-0.003934662387885563,1.4618861087876463e-05,0.0008415724590985782,0.21454252384030326,-0.006006133848526809,-0.006829084456399517,-0.02456554466539406,-0.010407281510818907,-0.020097308117267614,-0.019588937900013995,0.013723536791627095,-0.030717000934081792
56,31,0.14,-0.006181541438356157,-0.001556978739618982,-0.016248882239110123,-0.02348933223059124,-0.017421026273655292,0.0018685588194677061,-0.04513309428717271,0.007887400076503022,-0.004129764919584069,-0.018553038229306804,-0.06496112778953819,-0.0010473674605558524,-0.008120735480409133,-0.0012241861814206473,-0.007956705634974285,-0.005032663325384871,-0.027750303097491845,-0.008830072402584052,-0.0025455122259817743,-0.059202571986237386,-0.013802437897795106,0.01510093659062149,-0.013542752911492328,-0.01656778240186992,-0.024002389476599065
57,403,0.1,-0.004304284274241185,-0.001067388903694372,-0.038334448107671094,0.00985941969231226,-0.02846326421691248,-0.020460847206297542,0.011123560420170972,-0.0027771293560000447,-0.01017249536676862,-0.025351026431587317,-0.0976262497791794,-0.0002889200455687095,-0.007717678968477948,-0.004522565898825801,-0.010034313110614987,-0.0035063368812428444,-0.05157631950149247,-0.01015016374551021,0.015226672424499054,-0.03829089651619006,-0.024005400055014916,-0.011477335046973442,-0.0053068532028758926,-0.029764373236569254,-0.013454733828411048
58,285,0.22,-0.0019365725610229981,0.0005114026637945789,-0.023349715639017676,0.038158726823551356,-0.004045374601269947,-0.01626720612557701,0.014301776876018841,0.009399019216919739,-0.01797244493755143,0.04689531503781768,-0.10388324554238017,4.033809374609676e-05,0.007221359679171817,-0.006833064192369175,-0.007736791904527919,-0.042447454568650865,-0.04015008333444553,-0.0223463374312871,-0.018060315480558545,0.0007733555134958093,-0.03467718301972493,-0.03993478086048051,-0.004912696838513599,0.006207882942996411,-0.021399280953271108
59,548,0.12,-0.0059259223097378995,-0.02016904211251894,-0.011225961314304093,0.005224991217415925,0.0011889818621711233,-0.037631330195330166,-0.0020955638212974124,0.0029436064287767685,-0.02023818008888511,-0.018517484619749707,-0.08813018979730033,-0.006311262653452798,-0.0062204302966264455,-0.00792954189371179,-0.010490468981358355,0.0005162809499272118,-0.03584095882924646,-0.012516865581164905,-0.008618783141487523,-0.04199873473049326,0.025863283591349658,0.004891991237860202,-0.020062200654898818,-0.04492499610723753,-0.02422458930183714
60,212,0.25,0.0031071275635502216,-0.00017953474426176598,-0.030084020554082005,-0.016572127054327666,-0.01223322322613748,-0.020804823275089115,-0.08537004691607301,-0.005495794102988823,-0.012183058568366044,0.027983697637562154,0.1238797704848425,0.0012309696730817318,-0.005871992723897381,-0.002451349743711705,0.0006190155621382431,-0.0010154793448659194,-0.0551704104982873,-0.003698334018920077,-0.01127408587069565,-0.03141546244519379,-0.04511239194383656,-0.016761681240671886,-0.02196285636434919,-0.003553632167274617,-0.028053647261282528
61,635,0.12,-0.004133908621456818,-0.0020293580454903886,-0.019263529198387818,0.0268745728026061,0.0002926810938094111,-0.02038110844326688,-0.07979523054673744,-0.008371391616861464,-0.01064427646922071,-0.016258466810995482,-0.05798840451515213,-0.005129004556928057,-0.015327237343877724,-0.008475593076232517,-0.007884712695911844,-0.02064817878004375,-0.04019704310861743,-0.005048144810131898,-0.011933059424303682,-0.040929129162179195,0.01768738052925774,-0.019680752265429226,-0.021473430456084096,-0.004367130461505392,-0.007338915159996777
62,252,0.26,-0.003537740140090721,-0.028558866723041428,-0.0052659090692785395,0.05288492259823448,-0.008082212219650112,-0.018151604027482966,-0.03379512399024542,0.006170083445665584,-0.011722364646820093,-0.01817325499281087,-0.054922694552037535,-0.0010169003501742234,0.007731429633482401,-0.0052407733518504895,-0.0014241164426106393,-0.00431347027284229,-0.03730720423607488,-0.003755341656464654,0.015631404610227165,0.031535158923439686,-0.01810953362744435,-0.023706581570268274,-0.010713666222814366,-0.03891818259071714,-0.02968082967146765
63,309,0.12,-0.0017358807994357034,-0.002585560420907103,-0.00586632271840665,-0.027903581452124224,-0.0072861982897718565,-0.031132216394229043,-0.07248951004951654,-0.017638683148586697,-0.007340097585263644,-0.01810762873417275,-0.06272657394787115,-0.003962264976413364,-0.011938189222288427,-0.003691943359720569,-0.005319776811841182,-0.0005194198831892193,-0.03512420476732156,-0.009586463932849218,0.004817723393720181,0.02481084591130917,-0.032956833908994745,-0.00011674225896955159,-0.0210084093239516,-0.016685933951848052,-0.016349504510493953
64,333,0.1,-0.012706940748620188,-0.0006260940936455833,0.02238974406155587,0.028169699465493594,-0.026482221275690526,-0.005468376036723717,-0.06494837075404597,0.006988330441188088,-0.01232042818366209,-0.05166965482893448,-0.07270988192404636,0.0019739192872559198,-0.010465938768440082,-0.00813962607905989,0.0025228229609906014,0.0014007242766381448,-0.03952362181683723,-0.002584617258288052,-0.008368570557132459,-0.05158035152296929,-0.015239258668069782,-0.027967659707345896,-0.015936635881125413,-0.016678409112690147,-0.022471954418932523
65,66,0.2,0.0023792004937370765,-0.010148174485892392,-0.013086678303566433,-0.015431089974906137,-0.013076530400308286,0.0020796998023406743,-0.048040041292788785,0.0034331614562107854,-0.011896359604431188,-0.03783746530510989,-0.05101528271599595,-0.0032018764813234748,-0.006391819139585872,-0.00527231585208957,-0.011244582411493974,-0.02240075210247304,-0.03352529037027226,-0.010403178385479009,-0.003384971549124647,-0.015419883746719055,-0.01702169852428092,-0.028955597106274773,0.07560492884259283,0.0017120493598255754,-0.029898823345728763
66,170,0.37,0.0008178995681865043,-0.00017650344035293383,0.0005123582185544455,0.00455754642132653,-0.013331824740305483,-0.009862972126648157,0.01898039242764306,0.0010246633163836748,-0.03158057852781929,0.026225075926746413,0.1666015632897394,0.0014317513608429777,-0.013836279349576541,-0.005261096428710366,-0.017666075157373173,-0.06446204168037355,-0.044583823249440914,-0.0034765218971156264,-0.020333514626981925,-0.008551286479513661,-0.05792619710853688,-0.004769177158623512,-0.008101992155586263,-0.03913299044639842,-0.00954174709920289
67,264,0.32,-0.03702741204435411,-0.02817253386972215,-0.013025869933595047,-0.012133872475232238,-0.008565608136712342,-0.01071273456685455,-0.10062092186051352,0.005433760771441573,-0.003658144744576014,0.040374824996461826,0.07889424362754975,0.0022932130689741884,-0.008565763814864421,-0.003074533833682067,0.003494107160282779,-0.05993683364612793,0.14386318381915955,-0.006501672252057101,-0.004345799112121051,-0.028227747097743065,-0.053182368004921196,-0.031590145440120274,-0.007911548779434638,-0.03539425491128872,-0.00414894006308669
68,436,0.42,-0.06206970987724462,-7.383815152847649e-05,0.01581758474887228,0.005399546865911743,-0.005551151254013099,-0.020320354806796018,0.019281267658974546,0.00047807440831058135,-0.014650254232909967,0.025501661513614424,0.16407189527004098,0.002292179578317909,-0.010566980044800353,-0.0034638312601881116,-0.0041324338392533305,-3.37016828723748e-05,-0.04302268232830272,-0.00873530320346441,0.0056487525947829355,-0.05092499701274185,-0.020492565689223596,-0.021636458036192213,-0.003111119050362085,-0.028862580507764288,-0.023286372804305525
69,203,0.13,0.0018021411064654024,-0.0008197915944711815,0.026845391360226154,-0.017701528154928363,-0.0036128223483163162,-0.01885339273416194,-0.07430526558568917,0.007423075608219116,-0.013871444702480393,-0.018022283366685345,-0.06285500475707814,-0.0008082792139860351,-0.011529543228664063,-0.010000777315625129,-0.0035489051535515116,0.00027792003206565967,-0.047080856848979065,-0.010444527502500875,-0.005790488926034232,-0.00832610594517421,-0.035715786356759094,-0.02628430765295271,-0.022228574569503987,0.008225383911963268,-0.025217597204535216
70,287,0.37,-0.06206580997358163,-0.002295165524953815,0.03135436728737503,0.0067293139527627634,-0.017726158496586986,-0.010709141968552612,0.02525936292682349,0.0017712216078584163,-0.015087367526351654,0.032104799860028635,0.13714298558899773,0.002277845205901018,-0.016378312130058734,-0.004311834075993095,-0.015696135191904905,0.00228021102329378,-0.049834728602920986,-0.002510011727281135,-0.019330636667145847,-0.04745599678538645,-0.023614774173720834,-0.03627941363147388,-0.0012173039615126845,-0.027087803368084928,-0.019762884790667665
71,166,0.45,-0.01545166337394998,-2.6312823704032565e-05,-0.010501826331327905,-0.005926350647913244,-0.01650722533358453,-0.01840953293116378,-0.03985739670420048,0.004530570178989954,0.001790644635347605,0.04107170875341378,-0.05091261362653591,-0.005340643802252238,-0.011856225641504205,-0.0036691501174071282,0.00587528812056867,0.0029523675683729962,0.19785397244018807,-0.009753627534510844,-0.009187446156026093,-0.027974439859255996,-0.004075851866061467,-0.004515389427606599,-0.023464149786545672,-0.048953954199475166,-0.00013412267699310968
