instance_index,original_test_index,predicted_probability,SHAP_feature_1_name,SHAP_feature_1_rank,SHAP_feature_1_sign,SHAP_feature_1_value,SHAP_feature_2_name,SHAP_feature_2_rank,SHAP_feature_2_sign,SHAP_feature_2_value,SHAP_feature_3_name,SHAP_feature_3_rank,SHAP_feature_3_sign,SHAP_feature_3_value,other_feature_0_name,other_feature_0_mentioned,other_feature_0_value,other_feature_1_name,other_feature_1_mentioned,other_feature_1_value,other_feature_2_name,other_feature_2_mentioned,other_feature_2_value,other_feature_3_name,other_feature_3_mentioned,other_feature_3_value,other_feature_4_name,other_feature_4_mentioned,other_feature_4_value,other_feature_5_name,other_feature_5_mentioned,other_feature_5_value,other_feature_6_name,other_feature_6_mentioned,other_feature_6_value,other_feature_7_name,other_feature_7_mentioned,other_feature_7_value
196,2455,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
197,20177,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
198,7476,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
199,10629,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
200,17096,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
201,7534,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
202,9945,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
203,15320,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
204,7908,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
205,5792,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
206,4015,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
207,2533,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
208,11214,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
209,3252,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
210,10856,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
211,17626,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
212,11230,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
213,15857,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
214,14461,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
215,974,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
216,1413,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
217,10295,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
218,15348,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
219,18596,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
220,11523,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
221,14661,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
222,19052,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
223,13216,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
224,17823,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
225,16107,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
226,20421,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
227,8010,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
228,15981,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
229,13313,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
230,3055,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
231,19906,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
232,7770,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
233,1951,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
234,18675,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
235,10084,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
236,17548,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
237,14477,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
238,5773,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
239,14348,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
240,2985,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
241,20064,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
242,17627,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
243,4675,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
244,7222,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
245,10865,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
246,19677,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
247,15099,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
248,8382,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
249,7256,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
250,14497,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
251,15839,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
252,12903,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
253,7845,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
254,7470,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
255,12231,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
256,18024,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
257,14494,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
258,15792,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
259,17641,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
260,19899,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
261,1240,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
262,17805,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
263,19803,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
264,7523,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
265,19416,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
266,17597,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
267,18341,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
268,19951,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
269,4835,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
270,4959,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
271,17932,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
272,10824,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
273,10108,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
274,7655,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
275,17458,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
276,1308,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
277,2260,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
278,17970,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
279,17389,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
280,14878,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
281,19613,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
282,10335,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
283,7606,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
284,1624,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
285,16532,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
286,2033,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
287,16399,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
288,5942,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
289,356,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
290,14575,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
291,5433,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
292,6681,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
293,10052,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
294,14349,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
295,20233,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
296,10793,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
297,14986,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
298,15776,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
299,14704,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
300,932,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
301,13868,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
302,5549,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
303,19938,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
304,4273,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
305,10191,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
306,6981,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
307,3822,,,,,,,,,,,,,,decile3,,,lsat,,,decile1,,,fam_inc,,,ugpa,,,fulltime,,,gender,,,race,,
