instance_index,original_test_index,predicted_probability,SHAP_status,SHAP_duration,SHAP_credit_history,SHAP_purpose,SHAP_amount,SHAP_savings,SHAP_employment_duration,SHAP_installment_rate,SHAP_other_debtors,SHAP_present_residence,SHAP_property,SHAP_other_installment_plans,SHAP_housing,SHAP_number_credits,SHAP_job,SHAP_people_liable,SHAP_telephone
78,739,0.56,0.05925428238071435,0.004108111001576591,0.10266837121554824,-0.03744564886945886,-0.05164717091789402,0.0028517582328766865,-0.016692528092403593,0.008459594692045594,-9.10095933510206e-05,-0.0007457325158056488,-0.028256282281997426,-0.009351482191439234,0.024459980477254388,0.01042728179597922,0.005269681023884786,-0.008573990786108607,-0.00256263449472255
79,226,0.43,0.0363494691223931,0.008622360075725002,0.019679308467239726,-0.015641343468889665,0.08345049826885087,-0.17303544062503806,-0.04388470637274532,-0.02669718002344095,0.012749199517373312,-0.010707676805649852,0.026847405226081207,0.02641213216462041,-0.01060615405832833,0.0024808456878582536,-0.00482489870621394,4.62896786474253e-05,0.000892472928216463
80,822,0.45,0.07831876765584195,0.042364040816049914,0.007301450691573749,-0.03406134832608408,-0.0855035493181099,0.025826755193274514,-0.025955879076094923,-0.052965722443299716,0.0030380742140580785,0.003137595055052169,-0.006189934575585429,0.05058060812853965,-0.011382848969856668,-0.012099710581781113,-0.0024040250776251673,-0.01933270202596073,-0.008538990283293059
81,720,0.34,-0.10174019895057952,-0.05293505784852438,0.10942810871617074,-0.03408634271239238,-0.04224349026880718,0.012096465032622213,0.03683754536146034,-0.009798103938687672,-0.004364380301030137,0.0068586458131806,-0.012648189621101473,-0.015404465875531877,-0.012285031950712596,0.010464300251005094,-0.020861521367347514,-0.008710603489879839,-0.01847509777314648
82,980,0.34,0.06265386484034116,-0.0021918046117491265,-0.08873519551249039,-0.02415423997582785,0.04615611595160289,0.03555312208186018,-0.04608642729415111,-0.037355523226169605,-0.007135788588760091,-0.0005081703889304266,-0.026169091657078078,-0.02093684898665628,-0.005631826440033757,-0.0064241714006360385,-0.013339820748891439,0.0001303597961720935,-0.02369197276190379
83,301,0.43,0.06937570501357462,0.015821470433906516,0.06607011996749769,-0.026091840287326543,-0.10239733619799193,0.045109193300155136,-0.011325391280674921,0.006144544884525162,0.0021887236613442286,-0.05898775054633416,-0.030116653390872966,-0.003602717966994883,-0.0213479236823289,-0.005387244350622943,-0.007048133870520094,-0.007432283952294331,0.0011600993416562213
84,359,0.48,0.13402742739592752,0.04262005436514519,0.0038235701172733404,-0.04032095912445467,-0.07617677995736882,0.048308541273918065,-0.0642820540756256,0.0125487707131088,0.0037015373576922235,-0.014050709086563154,-0.03148516668405949,-0.010770849218614048,0.005635595017270425,-0.023540761118797857,0.002121980712486339,-0.0013383211249480078,-0.008689295485690973
85,11,0.59,0.09553650558054601,0.12331658574398967,0.0050766379722850434,-0.048579134669490355,-0.06869407417550653,0.04721519920255297,0.01251760879180238,0.0021230915265176356,0.001239887929931429,-0.011409531484585832,-0.03462480518555258,-0.011418713382787864,0.011343363244523412,-0.017261283502645983,-0.0033373387283951346,-0.0018897406010335706,-0.009021677185452177
86,405,0.34,0.04612874364331294,0.008142985689619294,0.00568156751821544,-0.030163940757167784,-0.071240587726586,0.024236847933649143,0.023287183070583202,-0.025381870994760868,0.0052211799361080264,-0.04111768534749582,-0.02499267321188049,-0.00847131456859583,-0.017260676421202298,-0.011757975156398438,-0.011471221255932433,-0.0034869532545833263,-0.025221028020186064
87,307,0.58,0.1424348111561085,-0.07948478162692904,0.01789112704503936,-0.02328921989824056,-0.010602154888168543,0.0018985371447649934,0.014110127394916612,0.005252815618423337,0.007484563727914899,-0.008234541977874639,0.07794676687837988,-0.011705426687756324,-0.0001421389474164778,-0.0017056759997259383,0.00019812806834319162,-0.008592945416014786,-0.04132741051506186
88,262,0.36,0.0975084695827362,-0.033627343211646774,-0.11536420831284756,0.024157257186159253,-0.002931906204956966,0.01153065337618706,0.014024929155546798,-0.04616682802995085,-0.004814598450618589,-0.008265088472195849,0.019121384662193517,-0.024247641128274863,-0.01586425319819193,0.00028336569434477145,-0.03708460028765788,-0.00651222012410495,-0.009614791160022194
89,704,0.34,0.02594905771723323,0.001607041529910739,0.0014000732947802097,-0.04674092491896573,-0.07414326801719101,0.029844196278229682,0.0195942623302285,0.006796827611061067,0.005446925660928024,-0.04224721125480622,-0.02092649814862489,-0.008255905978577779,-0.021588481327044606,-0.006965684666644585,-0.017729290949327705,0.0034994379733230266,-0.013407976057812758
90,315,0.59,0.13296440189195996,0.034240493026331704,0.0699480119717072,-0.023993802147473427,-0.09846734335510716,0.04389347557311585,-0.042838800590124855,0.0075980308425150035,0.003363649724840277,-0.004980635709044502,-0.014528412553704888,0.028987167188522782,-0.018034403723259828,-0.012015356020641386,-0.005384946521322152,-0.007208376426097378,-0.001410572095517852
91,83,0.33,0.08108815401453859,0.021225264148220378,-0.007915470660316799,-0.02142489143711383,-0.04690779793448867,0.030517445325472806,-0.02937346714320681,0.0036584028658064836,-0.12075270192068392,-0.00912520311412365,-0.02455534634708463,-0.012705597425954708,-0.013652710464343725,-0.008362815662874098,-0.011620540033108672,-0.0008334865550931417,0.0028733434210526185
92,504,0.71,0.15195721060760178,0.032748163466953854,0.024982909303812195,0.038574184642193525,-0.023844503434262962,0.02721883002874065,0.008812732287844871,0.01023800297499425,0.0018241288506159925,-0.02465678103648081,-0.012908801849742203,-0.018050093132634674,0.011964074003781664,-0.011649415456322525,-0.0008419181643698025,-0.001054745756547546,-0.003181396259475926
93,320,0.42,0.0684753213890924,0.02139079798405535,-0.0766791777026158,0.015521046690887627,-0.07345002321676974,0.03030367477015515,0.003265754477322411,0.013549547464536408,-0.007703508270821843,0.007881053488909578,-0.027938462513248486,-0.02459763266286878,-0.014781155577929797,0.00796763614152863,-0.019558514297840585,-0.004076468826618578,0.0025626917389254635
94,376,0.33,-0.16852003053991796,0.01988404509447414,-0.010362688351361124,-0.02243821959605267,-0.030082177010147808,0.03076587194934785,0.07238092060064988,-0.006038905922929101,-0.006282240086757345,-0.016229432667263507,0.010290788074594498,-0.020530778439943,-0.013158882473879894,-0.002695323171412645,-0.0032456976413999038,-0.006180852819164832,0.004576184077862
95,731,0.4,0.09051339266527426,0.029394003144822965,-0.002770434824174584,-0.0037886548406573426,-0.02476170052781965,0.04230427731728918,-0.007060634218009433,-0.07840192108740639,0.006165787599858643,-0.0171759477611867,-0.03682314425561045,-0.010437805302511547,-0.013821669911454122,-0.013641801122532191,-0.019827207651691298,-0.03159129273321924,-0.006142665414278103
96,594,0.38,0.11592231299042921,-0.008356361137758547,0.05362820957596704,-0.06125893270014072,-0.01065664970425079,-0.11149913778263537,-0.01936990386858885,0.001200326238525037,0.002814947039187066,0.0007645526727928688,-0.009632261664428992,0.00366638405771633,-0.010610340740263702,-0.007949125600395809,-0.016002176661930156,-0.012219304441072975,-0.028309957196452226
