instance_index,feature_name,feature_type,percentage_changed,num_changed,num_total,original_value,distribution,unique_values,average_change,min_change,max_change,std_change
27,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
27,housing,categorical,0.0,0,1,2.0,{},,,,,
27,installment_rate,numerical,0.0,0,1,3.0,,,,,,
27,job,categorical,0.0,0,1,3.0,{},,,,,
27,number_credits,numerical,0.0,0,1,2.0,,,,,,
27,other_debtors,categorical,0.0,0,1,3.0,{},,,,,
27,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
27,people_liable,numerical,0.0,0,1,1.0,,,,,,
27,present_residence,numerical,0.0,0,1,2.0,,,,,,
27,property,categorical,0.0,0,1,2.0,{},,,,,
27,purpose,categorical,0.0,0,1,3.0,{},,,,,
27,savings,categorical,0.0,0,1,1.0,{},,,,,
27,status,categorical,0.0,0,1,1.0,{},,,,,
27,telephone,categorical,0.0,0,1,1.0,{},,,,,
28,amount,numerical,100.0,1,1,795.0,,,3374.0,3374.0,3374.0,0.0
28,credit_history,categorical,0.0,0,1,3.0,{},,,,,
28,duration,numerical,0.0,0,1,12.0,,,,,,
28,employment_duration,categorical,0.0,0,1,2.0,{},,,,,
28,housing,categorical,0.0,0,1,2.0,{},,,,,
28,installment_rate,numerical,0.0,0,1,4.0,,,,,,
28,job,categorical,0.0,0,1,3.0,{},,,,,
28,number_credits,numerical,0.0,0,1,1.0,,,,,,
28,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
28,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
28,people_liable,numerical,0.0,0,1,1.0,,,,,,
28,present_residence,numerical,0.0,0,1,4.0,,,,,,
28,property,categorical,0.0,0,1,2.0,{},,,,,
28,purpose,categorical,0.0,0,1,7.0,{},,,,,
28,savings,categorical,0.0,0,1,1.0,{},,,,,
28,status,categorical,0.0,0,1,1.0,{},,,,,
28,telephone,categorical,0.0,0,1,1.0,{},,,,,
29,amount,numerical,0.0,0,1,4280.0,,,,,,
29,credit_history,categorical,100.0,1,1,1.0,"{""existing paid"": 1}",3.0,,,,
29,duration,numerical,0.0,0,1,30.0,,,,,,
29,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
29,housing,categorical,0.0,0,1,1.0,{},,,,,
29,installment_rate,numerical,0.0,0,1,4.0,,,,,,
29,job,categorical,0.0,0,1,2.0,{},,,,,
29,number_credits,numerical,0.0,0,1,2.0,,,,,,
29,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
29,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
29,people_liable,numerical,0.0,0,1,1.0,,,,,,
29,present_residence,numerical,0.0,0,1,4.0,,,,,,
29,property,categorical,0.0,0,1,3.0,{},,,,,
29,purpose,categorical,0.0,0,1,9.0,{},,,,,
29,savings,categorical,0.0,0,1,2.0,{},,,,,
29,status,categorical,0.0,0,1,2.0,{},,,,,
29,telephone,categorical,0.0,0,1,1.0,{},,,,,
30,amount,numerical,0.0,0,1,4308.0,,,,,,
30,credit_history,categorical,0.0,0,1,3.0,{},,,,,
30,duration,numerical,100.0,1,1,48.0,,,-30.0,-30.0,-30.0,0.0
30,employment_duration,categorical,0.0,0,1,2.0,{},,,,,
30,housing,categorical,0.0,0,1,1.0,{},,,,,
30,installment_rate,numerical,0.0,0,1,3.0,,,,,,
30,job,categorical,0.0,0,1,3.0,{},,,,,
30,number_credits,numerical,0.0,0,1,1.0,,,,,,
30,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
30,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
30,people_liable,numerical,0.0,0,1,1.0,,,,,,
30,present_residence,numerical,0.0,0,1,4.0,,,,,,
30,property,categorical,0.0,0,1,2.0,{},,,,,
30,purpose,categorical,0.0,0,1,9.0,{},,,,,
30,savings,categorical,0.0,0,1,1.0,{},,,,,
30,status,categorical,0.0,0,1,1.0,{},,,,,
30,telephone,categorical,0.0,0,1,1.0,{},,,,,
31,amount,numerical,0.0,0,1,727.0,,,,,,
31,credit_history,categorical,0.0,0,1,3.0,{},,,,,
31,duration,numerical,0.0,0,1,12.0,,,,,,
31,employment_duration,categorical,0.0,0,1,2.0,{},,,,,
31,housing,categorical,0.0,0,1,2.0,{},,,,,
31,installment_rate,numerical,0.0,0,1,4.0,,,,,,
31,job,categorical,0.0,0,1,2.0,{},,,,,
31,number_credits,numerical,0.0,0,1,1.0,,,,,,
31,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
31,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
31,people_liable,numerical,0.0,0,1,1.0,,,,,,
31,present_residence,numerical,0.0,0,1,3.0,,,,,,
31,property,categorical,100.0,1,1,4.0,"{""building society/life insurance"": 1}",2.0,,,,
31,purpose,categorical,0.0,0,1,4.0,{},,,,,
31,savings,categorical,0.0,0,1,2.0,{},,,,,
31,status,categorical,0.0,0,1,1.0,{},,,,,
31,telephone,categorical,0.0,0,1,2.0,{},,,,,
32,amount,numerical,0.0,0,1,2746.0,,,,,,
32,credit_history,categorical,100.0,1,1,2.0,"{""existing paid"": 1}",3.0,,,,
32,duration,numerical,100.0,1,1,36.0,,,-12.0,-12.0,-12.0,0.0
32,employment_duration,categorical,0.0,0,1,5.0,{},,,,,
32,housing,categorical,0.0,0,1,2.0,{},,,,,
32,installment_rate,numerical,0.0,0,1,4.0,,,,,,
32,job,categorical,0.0,0,1,3.0,{},,,,,
32,number_credits,numerical,0.0,0,1,1.0,,,,,,
32,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
32,other_installment_plans,categorical,0.0,0,1,1.0,{},,,,,
32,people_liable,numerical,0.0,0,1,1.0,,,,,,
32,present_residence,numerical,0.0,0,1,4.0,,,,,,
32,property,categorical,0.0,0,1,3.0,{},,,,,
32,purpose,categorical,0.0,0,1,3.0,{},,,,,
32,savings,categorical,0.0,0,1,1.0,{},,,,,
32,status,categorical,0.0,0,1,1.0,{},,,,,
32,telephone,categorical,0.0,0,1,1.0,{},,,,,
33,amount,numerical,0.0,0,1,1207.0,,,,,,
33,credit_history,categorical,100.0,1,1,3.0,"{""critical/other credits"": 1}",5.0,,,,
33,duration,numerical,0.0,0,1,24.0,,,,,,
33,employment_duration,categorical,0.0,0,1,2.0,{},,,,,
33,housing,categorical,0.0,0,1,1.0,{},,,,,
33,installment_rate,numerical,0.0,0,1,4.0,,,,,,
33,job,categorical,0.0,0,1,3.0,{},,,,,
33,number_credits,numerical,0.0,0,1,1.0,,,,,,
33,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
33,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
33,people_liable,numerical,0.0,0,1,1.0,,,,,,
33,present_residence,numerical,0.0,0,1,4.0,,,,,,
33,property,categorical,0.0,0,1,2.0,{},,,,,
33,purpose,categorical,0.0,0,1,1.0,{},,,,,
33,savings,categorical,0.0,0,1,1.0,{},,,,,
33,status,categorical,0.0,0,1,1.0,{},,,,,
33,telephone,categorical,0.0,0,1,1.0,{},,,,,
